symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
HUM,Unknown,2016-12-19,622,189.5555,17,174.391,174.391,163.24,30.0,151.88,2,,623.0,2016-12-16,302912119.89,184.4424,2016-12-20,184.6441,model_decay,-2.59
HPQ,Unknown,2016-12-27,627,10.9901,6,10.63,10.63,11.64,65.0,10.63,3,,628.0,2016-12-23,121318131.22,11.0299,2016-12-28,10.9971,model_decay,0.06
APA,Unknown,2016-12-01,610,52.513,190,48.3119,48.3119,50.13,85.0,45.19,1,,629.0,2016-11-30,189725810.22,50.709,2016-12-29,50.0439,model_decay,-4.7
RF,Unknown,2016-11-25,606,9.3679,903,8.6184,8.6184,7.06,70.0,6.56,1,,630.0,2016-11-23,254352108.36,9.3585,2016-12-30,10.0037,model_decay,6.79
KEY,Unknown,2016-12-01,610,11.6429,725,10.7115,10.7115,8.4,70.0,7.9,1,,630.0,2016-11-30,209027704.69,11.9251,2016-12-30,12.12,model_decay,4.1
AZO,Unknown,2016-12-21,624,809.3185,4,744.573,744.573,783.33,30.0,720.45,1,,631.0,2016-12-20,256207494.45,803.62,2017-01-03,794.7844,model_decay,-1.8
KEY,Unknown,2017-01-06,634,12.2979,689,11.3141,11.3141,8.4,70.0,7.9,2,,636.0,2017-01-05,150943975.17,12.2322,2017-01-10,12.2134,model_decay,-0.69
RF,Unknown,2017-01-09,635,10.1012,720,9.2931,9.2931,7.06,70.0,6.56,2,,636.0,2017-01-06,188539563.11,10.1122,2017-01-10,10.1653,model_decay,0.63
AZO,Unknown,2017-01-10,636,789.5087,4,726.348,726.348,783.33,30.0,720.45,2,,637.0,2017-01-09,193432663.35,793.68,2017-01-11,795.3638,model_decay,0.74
KEY,Unknown,2017-01-11,637,12.3113,690,11.3264,11.3264,8.4,70.0,7.9,3,,639.0,2017-01-10,144140815.13,12.4125,2017-01-13,12.26,model_decay,-0.42
APA,Unknown,2017-01-12,638,49.9726,146,45.9748,45.9748,50.13,85.0,45.19,2,,639.0,2017-01-11,127472934.98,49.0586,2017-01-13,48.7763,model_decay,-2.39
RF,Unknown,2017-01-17,640,10.2209,828,9.4032,9.4032,7.06,70.0,6.56,3,,641.0,2017-01-13,161908756.6,9.697,2017-01-18,9.7576,model_decay,-4.53
APA,Unknown,2017-01-18,641,48.7554,204,45.19,45.19,50.13,85.0,45.19,3,,642.0,2017-01-17,118768646.5,49.1678,2017-01-19,49.0562,model_decay,0.62
EMN,Unknown,2017-01-05,633,56.1112,64,51.6223,51.6223,49.68,30.0,45.47,2,,643.0,2017-01-04,66582687.64,56.2074,2017-01-20,55.441,model_decay,-1.19
AXP,Unknown,2017-01-04,632,66.2634,54,60.9623,60.9623,59.5,30.0,56.96,2,,651.0,2017-01-03,242745903.83,67.0768,2017-02-01,67.5281,model_decay,1.91
DOV,Unknown,2017-01-04,632,53.2846,68,49.0219,49.0219,49.88,30.0,48.0,2,,651.0,2017-01-03,64974787.18,53.3495,2017-02-01,54.3582,model_decay,2.01
VRSN,Unknown,2017-01-19,642,79.6426,45,73.49,73.49,81.64,30.0,73.49,1,,651.0,2017-01-18,56270072.85,79.1788,2017-02-01,78.8143,model_decay,-1.04
EMN,Unknown,2017-01-25,646,57.0552,63,52.4908,52.4908,49.68,30.0,45.47,3,,651.0,2017-01-24,66260817.64,57.593,2017-02-01,56.3832,model_decay,-1.18
HAS,Unknown,2017-02-03,653,60.3146,59,58.81,58.81,60.89,30.0,58.81,1,,654.0,2017-02-02,96045912.33,60.1379,2017-02-06,68.4245,model_decay,13.45
IVZ,Unknown,2017-02-06,654,19.8571,183,19.75,19.75,20.63,30.0,19.75,1,,675.0,2017-02-03,70101573.33,19.753,2017-02-07,19.7303,stop,-0.64
ULTA,Unknown,2017-01-05,633,260.0998,13,248.55,248.55,273.99,30.0,248.55,1,,660.0,2017-01-04,172371479.0,264.14,2017-02-14,267.9318,model_decay,3.01
ORLY,Unknown,2017-02-22,665,17.9579,5,17.63,17.63,18.49,30.0,17.63,1,,677.0,2017-02-21,319044608.64,17.8727,2017-02-24,17.6124,stop,-1.92
TDC,Unknown,2017-02-27,668,31.2312,2,28.9,28.9,31.13,30.0,28.9,1,,672.0,2017-02-24,59052804.8,31.36,2017-03-03,31.1089,model_decay,-0.39
MAR,Unknown,2017-02-07,655,78.8245,51,72.5186,72.5186,64.84,33.3,60.42,2,,673.0,2017-02-06,159931688.0,78.9759,2017-03-06,79.8772,model_decay,1.34
TXT,Unknown,2017-03-02,671,48.8819,1,45.99,45.99,48.77,70.0,45.99,1,,673.0,2017-03-01,82287318.67,48.2208,2017-03-06,46.7421,model_decay,-4.38
HAS,Unknown,2017-02-21,664,72.1167,44,66.3474,66.3474,60.89,30.0,58.81,2,,674.0,2017-02-17,160582833.22,71.9646,2017-03-07,70.3731,model_decay,-2.42
QRVO,Unknown,2017-03-06,546,65.9459,55,60.6702,60.6702,56.97,30.0,52.82,2,,547.0,2017-03-03,90179454.7,66.42,2017-03-07,66.1638,model_decay,0.33
DOV,Unknown,2017-02-10,658,54.9817,66,50.5832,50.5832,49.88,30.0,48.0,3,,675.0,2017-02-09,85025802.44,55.0866,2017-03-08,55.4115,model_decay,0.78
ULTA,Unknown,2017-02-16,662,273.8736,13,251.9637,251.9637,273.99,30.0,248.55,2,,675.0,2017-02-15,152767106.2,272.09,2017-03-08,270.2295,model_decay,-1.33
TDC,Unknown,2017-03-06,673,31.2212,16,28.9,28.9,31.13,30.0,28.9,2,,675.0,2017-03-03,61240024.65,31.26,2017-03-08,31.0989,model_decay,-0.39
HAS,Unknown,2017-03-08,675,70.8346,51,65.1678,65.1678,60.89,30.0,58.81,3,,676.0,2017-03-07,113258918.68,70.8729,2017-03-09,71.0202,model_decay,0.26
QRVO,Unknown,2017-03-08,548,66.6666,54,61.3333,61.3333,56.97,30.0,52.82,3,,549.0,2017-03-07,90030420.35,66.4,2017-03-09,66.2237,model_decay,-0.66
ULTA,Unknown,2017-03-09,676,276.7765,13,254.6344,254.6344,273.99,30.0,248.55,3,,677.0,2017-03-08,162750929.45,273.77,2017-03-10,270.729,model_decay,-2.18
TDC,Unknown,2017-03-10,677,31.4714,116,28.9537,28.9537,31.13,30.0,28.9,3,,679.0,2017-03-09,60817149.5,31.38,2017-03-14,30.919,model_decay,-1.76
MLM,Unknown,2017-03-14,679,199.1264,18,192.34,192.34,209.81,30.0,192.34,1,,680.0,2017-03-13,187874595.98,197.769,2017-03-15,198.2992,model_decay,-0.42
MET,Unknown,2017-03-10,677,35.2151,103,34.08,34.08,35.35,30.0,34.08,1,,683.0,2017-03-09,252736385.25,35.2386,2017-03-20,34.6625,model_decay,-1.57
IVZ,Unknown,2017-03-16,681,21.4659,170,19.7487,19.7487,20.63,30.0,19.53,1,,683.0,2017-03-15,67532326.75,21.3791,2017-03-20,20.3774,model_decay,-5.07
TXT,Unknown,2017-03-17,682,47.2508,73,45.99,45.99,48.77,70.0,45.99,2,,683.0,2017-03-16,84944546.75,47.1641,2017-03-20,47.1565,model_decay,-0.2
GRMN,Unknown,2017-02-14,660,39.6592,91,38.34,38.34,41.75,30.0,38.34,1,,685.0,2017-02-13,50763014.04,39.5645,2017-03-22,41.0563,model_decay,3.52
NTAP,Unknown,2017-02-17,663,31.8726,114,29.3228,29.3228,29.32,30.0,27.58,1,,685.0,2017-02-16,89452661.26,31.7381,2017-03-22,32.3378,model_decay,1.46
ORLY,Unknown,2017-03-14,679,18.3136,199,17.63,17.63,18.49,30.0,17.63,2,,685.0,2017-03-13,230307931.11,18.3593,2017-03-22,18.0706,model_decay,-1.33
MLM,Unknown,2017-03-24,687,199.351,18,192.34,192.34,209.81,30.0,192.34,2,,688.0,2017-03-23,141248826.75,193.6299,2017-03-27,190.2626,model_decay,-4.56
IVZ,Unknown,2017-03-29,690,20.1039,180,19.53,19.53,20.63,30.0,19.53,2,,691.0,2017-03-28,68261216.4,20.0118,2017-03-30,19.9591,model_decay,-0.72
NTAP,Unknown,2017-03-29,690,32.3472,112,29.7594,29.7594,29.32,30.0,27.58,2,,691.0,2017-03-28,98502900.3,32.86,2017-03-30,32.7798,model_decay,1.34
MLM,Unknown,2017-03-29,690,197.4804,18,192.34,192.34,209.81,30.0,192.34,3,,692.0,2017-03-28,133892337.57,200.1982,2017-03-31,199.746,model_decay,1.15
NTRS,Unknown,2017-03-31,692,67.4041,148,65.83,65.83,68.57,100.0,65.83,1,,693.0,2017-03-30,83611894.38,67.004,2017-04-03,66.852,model_decay,-0.82
GRMN,Unknown,2017-04-03,693,40.7405,89,38.34,38.34,41.75,30.0,38.34,2,,694.0,2017-03-31,42467624.19,39.9445,2017-04-04,39.9363,model_decay,-1.97
GRMN,Unknown,2017-04-11,699,40.2551,90,38.34,38.34,41.75,30.0,38.34,3,,700.0,2017-04-10,39157612.78,39.7458,2017-04-12,39.7219,model_decay,-1.32
IVZ,Unknown,2017-04-11,699,20.0252,181,19.53,19.53,20.63,30.0,19.53,3,,701.0,2017-04-10,58963072.97,20.1557,2017-04-13,19.8023,model_decay,-1.11
NTRS,Unknown,2017-04-12,700,67.1408,148,65.83,65.83,68.57,100.0,65.83,2,,701.0,2017-04-11,80913973.18,66.3772,2017-04-13,65.9706,model_decay,-1.74
NTAP,Unknown,2017-04-21,706,32.0442,113,29.4807,29.4807,29.32,30.0,27.58,3,,707.0,2017-04-20,98099922.05,31.3454,2017-04-24,31.7899,model_decay,-0.79
VRSN,Unknown,2017-02-03,653,80.8357,104,74.3688,74.3688,81.64,70.0,73.49,2,,,2017-02-02,53952351.88,80.883,2017-05-02,88.4385,timeout,9.41
VRTX,Unknown,2017-04-19,704,115.6655,31,106.4123,106.4123,95.0,30.0,88.9,1,,717.0,2017-04-18,267228555.2,114.63,2017-05-08,114.4454,model_decay,-1.05
XRX,Unknown,2017-05-11,720,17.525,207,17.09,17.09,17.88,30.0,17.09,1,,725.0,2017-05-10,34736389.6,17.5075,2017-05-17,17.0729,stop,-2.58
VRTX,Unknown,2017-05-16,723,117.4774,31,108.0792,108.0792,95.0,30.0,88.9,2,,725.0,2017-05-15,199056335.8,118.09,2017-05-18,115.4344,model_decay,-1.74
VRTX,Unknown,2017-05-19,726,117.8878,30,108.4567,108.4567,95.0,30.0,88.9,3,,729.0,2017-05-18,205099235.55,118.02,2017-05-24,116.7431,model_decay,-0.97
ADI,Unknown,2017-06-09,740,70.4008,51,64.7688,64.7688,67.52,30.0,62.95,1,,741.0,2017-06-08,343102540.38,66.6584,2017-06-12,66.0919,model_decay,-6.12
ADI,Unknown,2017-06-13,742,68.0409,53,62.95,62.95,67.52,30.0,62.95,2,,744.0,2017-06-12,364148012.06,68.8889,2017-06-15,67.5914,model_decay,-0.66
REGN,Unknown,2017-05-01,712,386.0007,9,358.99,358.99,393.43,30.0,358.99,1,,746.0,2017-04-28,318464295.42,392.9247,2017-06-19,458.7083,model_decay,18.84
ADI,Unknown,2017-06-19,746,68.7625,52,63.2615,63.2615,67.52,30.0,62.95,3,,747.0,2017-06-16,365611183.65,68.1595,2017-06-20,68.0151,model_decay,-1.09
REGN,Unknown,2017-06-21,748,492.9351,17,453.5003,453.5003,393.43,70.0,358.99,1,,756.0,2017-06-20,441319566.54,517.7438,2017-07-03,489.6615,model_decay,-0.66
EW,Unknown,2017-06-20,747,39.6463,91,36.4746,36.4746,32.16,30.0,30.81,1,,759.0,2017-06-19,126125326.58,39.29,2017-07-07,39.2274,model_decay,-1.06
REGN,Unknown,2017-07-11,761,494.9307,17,455.3363,455.3363,393.43,70.0,358.99,2,,762.0,2017-07-10,558442130.73,487.9697,2017-07-12,491.6432,model_decay,-0.66
EW,Unknown,2017-07-10,760,39.366,92,36.2167,36.2167,32.16,30.0,30.81,2,,764.0,2017-07-07,129613499.64,39.1767,2017-07-14,38.7013,model_decay,-1.69
REGN,Unknown,2017-07-14,764,503.7467,16,463.447,463.447,393.43,70.0,358.99,3,,766.0,2017-07-13,564276657.77,500.764,2017-07-18,493.0699,model_decay,-2.12
EW,Unknown,2017-07-20,768,39.763,91,36.582,36.582,32.16,30.0,30.81,3,,771.0,2017-07-19,118419099.38,39.8067,2017-07-25,39.1741,model_decay,-1.48
GT,Unknown,2017-07-26,772,33.1983,110,30.58,30.58,33.4,30.0,30.58,1,,774.0,2017-07-25,67996944.04,33.0634,2017-07-28,29.3845,model_decay,-11.49
WMB,Unknown,2017-06-27,752,18.1059,468,17.2,17.2,18.47,70.0,17.2,1,,779.0,2017-06-26,110408287.21,18.1437,2017-08-04,19.3435,model_decay,6.84
TROW,Unknown,2017-06-28,753,53.0433,68,48.7998,48.7998,51.07,30.0,47.04,1,,789.0,2017-06-27,79837355.54,53.3314,2017-08-18,58.6101,model_decay,10.49
CHTR,Unknown,2017-08-09,735,388.2779,9,357.2157,357.2157,355.0,30.0,329.04,1,,747.0,2017-08-08,615117416.95,400.9,2017-08-25,391.0286,model_decay,0.71
WMB,Unknown,2017-08-25,794,18.3985,462,17.2,17.2,18.47,70.0,17.2,2,,795.0,2017-08-24,78895450.08,18.2806,2017-08-28,18.2996,model_decay,-0.54
CHTR,Unknown,2017-08-31,751,394.9345,9,363.3398,363.3398,355.0,30.0,329.04,2,,753.0,2017-08-30,614487626.15,398.54,2017-09-05,391.8677,model_decay,-0.78
TROW,Unknown,2017-08-28,795,59.8373,60,55.0503,55.0503,51.07,30.0,47.04,2,,801.0,2017-08-25,77238743.99,59.7988,2017-09-06,59.1142,model_decay,-1.21
DLR,Unknown,2017-08-15,786,84.456,43,81.39,81.39,86.96,30.0,81.39,1,,809.0,2017-08-14,91305526.67,84.6732,2017-09-18,87.1584,model_decay,3.2
QRVO,Unknown,2017-08-31,671,73.2632,49,67.4021,67.4021,70.27,30.0,64.7,1,,685.0,2017-08-30,78794120.1,73.22,2017-09-21,70.1398,model_decay,-4.26
WMB,Unknown,2017-09-01,799,18.5603,457,17.2,17.2,18.47,70.0,17.2,3,,817.0,2017-08-31,72857063.03,18.6973,2017-09-28,18.7913,model_decay,1.24
DLR,Unknown,2017-09-28,817,85.1518,42,81.39,81.39,86.96,30.0,81.39,2,,818.0,2017-09-27,191202417.03,86.0894,2017-09-29,85.7664,model_decay,0.72
CHTR,Unknown,2017-10-02,772,364.8845,9,335.6938,335.6938,355.0,30.0,329.04,3,,773.0,2017-09-29,813473702.35,364.11,2017-10-03,363.5761,model_decay,-0.36
DLR,Unknown,2017-10-02,819,88.0302,41,81.39,81.39,86.96,30.0,81.39,3,,821.0,2017-09-29,199484758.04,87.7941,2017-10-04,86.0182,model_decay,-2.29
QRVO,Unknown,2017-10-03,693,71.5915,50,65.8642,65.8642,70.27,30.0,64.7,2,,694.0,2017-10-02,78731537.65,71.39,2017-10-04,70.949,model_decay,-0.9
SO,Unknown,2017-10-05,822,34.4538,246,33.4,33.4,34.66,70.0,33.4,1,,823.0,2017-10-04,179252243.65,34.5735,2017-10-06,34.413,model_decay,-0.12
QRVO,Unknown,2017-10-18,704,72.3423,50,66.5549,66.5549,70.27,30.0,64.7,3,,706.0,2017-10-17,71064575.65,72.02,2017-10-20,70.0599,model_decay,-3.16
TJX,Unknown,2017-10-23,834,31.9247,113,30.14,30.14,32.28,30.0,30.14,1,,835.0,2017-10-20,191015683.48,31.977,2017-10-24,31.9804,model_decay,0.17
TJX,Unknown,2017-10-26,837,31.6809,114,30.14,30.14,32.28,30.0,30.14,2,,838.0,2017-10-25,184590569.76,31.6537,2017-10-27,31.5601,model_decay,-0.38
SO,Unknown,2017-11-03,843,37.2233,227,34.2454,34.2454,34.66,70.0,33.4,2,,845.0,2017-11-02,144985457.68,36.7308,2017-11-07,36.1903,model_decay,-2.78
AMAT,Unknown,2017-10-27,838,51.2113,70,47.1144,47.1144,44.13,30.0,41.45,1,,848.0,2017-10-26,514727267.1,51.5511,2017-11-10,50.5548,model_decay,-1.28
JEF,Unknown,2017-11-07,845,18.1845,464,17.48,17.48,18.23,70.0,17.48,1,,849.0,2017-11-06,24971949.32,18.0894,2017-11-13,17.799,model_decay,-2.12
HPE,Unknown,2017-11-10,521,10.5677,436,10.14,10.14,10.75,53.3,10.14,1,,522.0,2017-11-09,115675073.66,10.5417,2017-11-13,10.5081,model_decay,-0.56
EQT,Unknown,2017-11-07,845,31.9106,214,30.37,30.37,32.48,56.7,30.37,1,,851.0,2017-11-06,207455592.98,31.584,2017-11-14,30.3396,stop,-4.92
SWKS,Unknown,2017-11-09,847,91.2124,109,83.9154,83.9154,88.27,100.0,82.36,1,,852.0,2017-11-08,219191289.23,90.6401,2017-11-16,89.5227,model_decay,-1.85
SO,Unknown,2017-11-14,850,36.2557,231,33.4,33.4,34.66,70.0,33.4,3,,852.0,2017-11-13,153753062.32,36.6397,2017-11-16,36.3512,model_decay,0.26
AMAT,Unknown,2017-11-14,850,51.7302,69,47.5918,47.5918,44.13,30.0,41.45,2,,852.0,2017-11-13,452692235.99,51.3056,2017-11-16,51.1998,model_decay,-1.03
SYY,Unknown,2017-11-15,851,43.8077,176,40.3031,40.3031,42.03,70.0,39.67,1,,852.0,2017-11-14,110206862.13,43.1419,2017-11-16,43.3776,model_decay,-0.98
JEF,Unknown,2017-11-22,856,17.9536,465,17.48,17.48,18.23,70.0,17.48,2,,857.0,2017-11-21,25863405.95,17.726,2017-11-24,17.8339,model_decay,-0.67
SWKS,Unknown,2017-11-27,858,89.4231,110,82.36,82.36,88.27,100.0,82.36,2,,859.0,2017-11-24,225739366.35,87.714,2017-11-28,87.7979,model_decay,-1.82
CB,Unknown,2017-11-27,858,128.4655,27,120.78,120.78,126.06,30.0,120.78,2,,859.0,2017-11-24,180785510.11,128.6215,2017-11-28,128.9233,model_decay,0.36
AMAT,Unknown,2017-11-17,853,55.0344,65,50.6316,50.6316,44.13,30.0,41.45,3,,861.0,2017-11-16,476227116.54,51.3693,2017-11-29,50.581,stop,-8.09
ROK,Unknown,2017-12-01,862,165.3651,21,161.54,161.54,172.94,30.0,161.54,1,,863.0,2017-11-30,169864405.44,163.0765,2017-12-04,164.9064,model_decay,-0.28
JEF,Unknown,2017-12-13,870,18.2897,460,17.48,17.48,18.23,70.0,17.48,3,,871.0,2017-12-12,36417222.67,17.8995,2017-12-14,17.9727,model_decay,-1.73
CB,Unknown,2017-12-13,870,130.0096,27,120.78,120.78,126.06,30.0,120.78,3,,871.0,2017-12-12,161771611.89,127.915,2017-12-14,127.787,model_decay,-1.71
ORCL,Unknown,2017-12-12,869,43.9696,82,42.34,42.34,45.05,30.0,42.34,1,,873.0,2017-12-11,566436515.9,44.2683,2017-12-15,42.2977,stop,-3.8
PRU,Unknown,2017-12-20,875,78.1054,126,71.857,71.857,75.1,100.0,71.19,1,,879.0,2017-12-19,135002637.63,77.6957,2017-12-27,76.6768,model_decay,-1.83
SYY,Unknown,2017-11-24,857,43.9115,190,40.3986,40.3986,42.03,70.0,39.67,2,,882.0,2017-11-22,112634751.17,43.7958,2018-01-02,48.3487,model_decay,10.1
JEF,Unknown,2017-12-21,876,18.6057,192,17.48,17.48,18.23,30.0,17.48,3,,901.0,2017-12-20,42451424.18,18.5661,2018-01-30,18.9611,model_decay,1.91
ESRX,Unknown,2018-01-22,894,80.4904,101,74.0512,74.0512,62.76,70.0,59.47,1,,901.0,2018-01-19,256565996.02,81.12,2018-01-30,73.9771,stop,-8.09
PRU,Unknown,2018-01-05,885,77.5941,127,71.3866,71.3866,75.1,100.0,71.19,2,,902.0,2018-01-04,121409530.99,78.0739,2018-01-31,80.6204,model_decay,3.9
SYY,Unknown,2018-01-05,885,48.9838,170,45.0651,45.0651,42.03,70.0,39.67,3,,904.0,2018-01-04,124175760.91,49.2959,2018-02-02,49.5992,model_decay,1.26
HUM,Unknown,2018-02-15,913,249.8453,33,229.8577,229.8577,243.22,70.0,224.22,1,,914.0,2018-02-14,315291185.22,248.2037,2018-02-16,247.427,model_decay,-0.97
IDXX,Unknown,2018-02-15,784,179.3992,19,165.0473,165.0473,165.77,30.0,154.88,1,,785.0,2018-02-14,126560193.35,181.45,2018-02-16,180.9489,model_decay,0.86
STT,Unknown,2018-02-15,913,80.8371,44,74.3701,74.3701,77.64,30.0,74.37,1,,914.0,2018-02-14,163293274.38,80.339,2018-02-16,79.5485,model_decay,-1.59
CHTR,Unknown,2018-02-16,867,364.394,22,335.2425,335.2425,361.28,70.0,328.5,1,,868.0,2018-02-15,650527923.8,365.66,2018-02-20,364.615,model_decay,0.06
ESRX,Unknown,2018-02-16,913,74.2642,112,68.3231,68.3231,62.76,70.0,59.47,2,,914.0,2018-02-15,361072861.51,75.23,2018-02-20,74.5054,model_decay,0.32
HUM,Unknown,2018-02-23,918,249.6502,33,229.6782,229.6782,243.22,70.0,224.22,2,,919.0,2018-02-22,284266801.08,251.6745,2018-02-26,251.9699,model_decay,0.93
CHTR,Unknown,2018-02-26,872,365.6853,22,336.4305,336.4305,361.28,70.0,328.5,2,,873.0,2018-02-23,585375546.2,358.02,2018-02-27,357.4022,model_decay,-2.27
ESRX,Unknown,2018-02-26,918,77.5274,107,71.3253,71.3253,62.76,70.0,59.47,3,,921.0,2018-02-23,352555241.83,77.64,2018-03-01,75.1847,model_decay,-3.02
CHTR,Unknown,2018-03-09,881,342.392,24,328.5,328.5,361.28,70.0,328.5,3,,882.0,2018-03-08,403895855.0,347.59,2018-03-12,349.2104,model_decay,1.99
HUM,Unknown,2018-03-08,927,249.9382,33,229.9431,229.9431,243.22,70.0,224.22,3,,930.0,2018-03-07,253629946.85,250.1247,2018-03-13,250.5514,model_decay,0.25
ESRX,Unknown,2018-03-09,927,80.08,77,73.6736,73.6736,62.76,70.0,59.17,3,,933.0,2018-03-08,469069011.45,80.75,2018-03-19,75.7042,model_decay,-5.46
STT,Unknown,2018-02-26,919,81.2238,43,74.7259,74.7259,77.64,30.0,74.37,2,,935.0,2018-02-23,137717032.12,82.5492,2018-03-20,82.1656,model_decay,1.16
IDXX,Unknown,2018-03-06,796,191.3311,18,176.0246,176.0246,165.77,30.0,154.88,2,,809.0,2018-03-05,124587124.8,190.59,2018-03-23,193.826,model_decay,1.3
STT,Unknown,2018-03-22,937,81.6339,43,75.1031,75.1031,77.64,30.0,74.37,3,,938.0,2018-03-21,166704257.63,78.438,2018-03-23,78.6529,model_decay,-3.65
BKNG,Unknown,2018-04-06,947,81.351,120,74.8429,74.8429,77.75,100.0,70.5,1,,948.0,2018-04-05,868043512.2,79.6446,2018-04-09,80.3605,model_decay,-1.22
IDXX,Unknown,2018-04-06,818,189.9498,18,174.7538,174.7538,165.77,30.0,154.88,3,,819.0,2018-04-05,102766817.45,185.56,2018-04-09,186.1836,model_decay,-1.98
BKNG,Unknown,2018-04-10,949,81.3948,119,74.8832,74.8832,77.75,100.0,70.5,2,,950.0,2018-04-09,825058166.52,81.375,2018-04-11,80.9043,model_decay,-0.6
TRIP,Unknown,2018-04-10,949,36.0161,114,33.1348,33.1348,33.94,35.0,30.31,1,,950.0,2018-04-09,69656712.29,36.3091,2018-04-11,36.113,model_decay,0.27
MGM,Unknown,2018-04-10,681,33.5846,105,31.95,31.95,34.48,30.0,31.95,1,,682.0,2018-04-09,254850727.47,33.3299,2018-04-11,33.1045,model_decay,-1.43
MGM,Unknown,2018-04-16,685,33.3921,106,31.95,31.95,34.48,30.0,31.95,2,,686.0,2018-04-13,297398506.94,33.426,2018-04-17,33.8056,model_decay,1.24
SHW,Unknown,2018-04-18,955,123.3636,67,119.02,119.02,124.52,70.0,119.02,1,,959.0,2018-04-17,212921130.17,124.1322,2018-04-24,118.047,model_decay,-4.31
BKNG,Unknown,2018-04-16,953,82.1041,118,75.5358,75.5358,77.75,100.0,70.5,3,,960.0,2018-04-13,751933841.08,82.1192,2018-04-25,80.6492,model_decay,-1.77
TRIP,Unknown,2018-04-16,953,36.3187,113,33.4132,33.4132,33.94,35.0,30.31,2,,961.0,2018-04-13,59928389.43,36.5848,2018-04-26,34.1407,model_decay,-6.0
CTAS,Unknown,2018-04-30,963,39.9247,242,37.32,37.32,41.06,100.0,37.32,1,,964.0,2018-04-27,64732340.33,39.2102,2018-05-01,39.0077,model_decay,-2.3
CTAS,Unknown,2018-05-02,965,39.7034,243,37.32,37.32,41.06,100.0,37.32,2,,966.0,2018-05-01,65043505.12,39.3391,2018-05-03,39.1111,model_decay,-1.49
IDXX,Unknown,2018-05-15,845,209.4893,16,192.7301,192.7301,202.26,30.0,189.42,1,,847.0,2018-05-14,87283815.45,208.92,2018-05-17,199.1007,model_decay,-4.96
IDXX,Unknown,2018-05-24,852,204.1339,17,189.42,189.42,202.26,30.0,189.42,2,,853.0,2018-05-23,110794971.55,202.37,2018-05-25,202.2176,model_decay,-0.94
