symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
CB,Unknown,2017-11-14,850,129.975,28,120.78,120.78,126.06,30.0,120.78,2,,855,2017-11-13,197894346.65,129.8539,2017-11-21,128.6996,fixed_time,-0.98
SWKS,Unknown,2017-12-01,862,84.9192,119,82.36,82.36,88.27,100.0,82.36,2,,867,2017-11-30,219084260.28,83.6319,2017-12-04,82.2776,stop,-3.11
CB,Unknown,2017-12-04,863,132.304,27,121.7197,121.7197,126.06,30.0,120.78,3,,868,2017-12-01,161610729.58,129.9658,2017-12-11,129.1644,fixed_time,-2.37
JEF,Unknown,2017-12-06,865,18.1705,473,17.48,17.48,18.23,70.0,17.48,2,,868,2017-12-05,32707624.85,18.1314,2017-12-11,18.204,fixed_time,0.18
ORCL,Unknown,2017-12-14,871,44.0927,83,42.34,42.34,45.05,30.0,42.34,1,,872,2017-12-13,610282001.6,44.0926,2017-12-15,42.5478,fixed_time,-3.5
SYY,Unknown,2017-12-13,870,49.2438,174,45.3043,45.3043,42.03,70.0,39.67,1,,874,2017-12-12,120778540.75,49.1387,2017-12-19,49.0498,fixed_time,-0.39
JEF,Unknown,2017-12-15,872,18.0298,476,17.48,17.48,18.23,70.0,17.48,3,,874,2017-12-14,39148099.61,18.0118,2017-12-19,18.2882,fixed_time,1.43
SYY,Unknown,2017-12-21,876,48.7409,176,44.8416,44.8416,42.03,70.0,39.67,2,,880,2017-12-20,137660153.54,48.3174,2017-12-28,48.5399,fixed_time,-0.41
PRU,Unknown,2017-12-26,878,77.262,131,71.19,71.19,75.1,100.0,71.19,1,,883,2017-12-22,143192093.22,76.7271,2018-01-03,76.3918,fixed_time,-1.13
SYY,Unknown,2018-01-03,883,48.5333,176,44.6506,44.6506,42.03,70.0,39.67,3,,885,2018-01-02,126540081.35,48.3493,2018-01-05,48.886,fixed_time,0.73
AES,Unknown,2018-01-24,897,8.2236,447,7.57,7.57,7.91,30.0,7.57,1,,899,2018-01-23,68339158.63,8.0495,2018-01-26,8.3225,fixed_time,1.2
ESRX,Unknown,2018-01-26,898,81.081,106,74.5945,74.5945,62.76,70.0,59.47,1,,899,2018-01-25,270047542.5,81.32,2018-01-29,81.1588,fixed_time,0.1
IDXX,Unknown,2018-01-31,773,186.8467,19,171.8989,171.8989,165.77,30.0,154.88,1,,774,2018-01-30,86212807.75,187.04,2018-02-01,189.3405,fixed_time,1.33
AIG,Unknown,2018-01-31,902,51.1465,71,47.26,47.26,48.62,30.0,47.26,1,,904,2018-01-30,302929385.18,51.296,2018-02-02,51.2126,fixed_time,0.13
PM,Unknown,2018-01-31,902,70.1594,52,66.88,66.88,70.7,30.0,66.88,1,,907,2018-01-30,339129606.6,69.4417,2018-02-02,66.8131,stop,-4.77
PRU,Unknown,2018-01-31,902,80.7818,125,74.3193,74.3193,75.1,100.0,71.19,2,,907,2018-01-30,153436485.73,78.8302,2018-02-05,74.245,stop,-8.09
APA,Unknown,2018-01-31,902,35.6839,103,32.8292,32.8292,37.06,30.0,31.87,1,,907,2018-01-30,152106182.26,35.8319,2018-02-05,32.7964,stop,-8.09
STT,Unknown,2018-02-01,903,84.9138,9,78.1207,78.1207,77.64,30.0,74.37,1,,908,2018-01-31,150426506.31,85.2617,2018-02-06,77.3173,stop,-8.95
AES,Unknown,2018-02-05,905,8.1123,447,7.57,7.57,7.91,30.0,7.57,2,,910,2018-02-02,97601174.19,7.7321,2018-02-06,7.5624,stop,-6.78
ESRX,Unknown,2018-02-01,902,77.107,111,70.9385,70.9385,62.76,70.0,59.17,1,,907,2018-01-31,341658461.33,78.1,2018-02-08,74.6553,fixed_time,-3.18
PRU,Unknown,2018-02-07,907,73.1977,136,71.19,71.19,75.1,100.0,71.19,3,,912,2018-02-06,172662724.45,73.7548,2018-02-08,71.1188,stop,-2.84
AIG,Unknown,2018-02-07,907,48.1984,65,47.26,47.26,48.62,30.0,47.26,2,,910,2018-02-06,339010922.87,48.5274,2018-02-08,47.2127,stop,-2.05
HUM,Unknown,2018-02-06,906,242.6922,34,224.22,224.22,243.22,70.0,224.22,1,,911,2018-02-05,300378855.06,249.7534,2018-02-13,244.6921,fixed_time,0.82
CHTR,Unknown,2018-02-09,862,351.7614,23,328.5,328.5,361.28,70.0,328.5,1,,864,2018-02-08,652033946.15,349.43,2018-02-13,354.1055,fixed_time,0.67
STT,Unknown,2018-02-09,909,77.4953,46,74.37,74.37,77.64,30.0,74.37,2,,911,2018-02-08,169759844.43,77.2865,2018-02-13,78.0276,fixed_time,0.69
ESRX,Unknown,2018-02-09,908,73.8938,113,67.9823,67.9823,62.76,70.0,59.47,3,,911,2018-02-08,347660892.1,71.71,2018-02-14,73.0569,fixed_time,-1.13
TRIP,Unknown,2018-02-12,910,34.2892,45,31.546,31.546,33.94,35.0,30.31,1,,912,2018-02-09,122676463.83,33.5346,2018-02-14,35.0913,fixed_time,2.34
HUM,Unknown,2018-02-16,914,247.9224,33,228.0886,228.0886,243.22,70.0,224.22,2,,915,2018-02-15,308993631.98,249.6422,2018-02-20,248.2057,fixed_time,0.11
ADM,Unknown,2018-02-22,917,33.236,298,30.5771,30.5771,32.87,85.0,30.57,1,,919,2018-02-21,133677952.89,32.7557,2018-02-26,33.3733,fixed_time,0.41
BKNG,Unknown,2018-02-23,918,74.0909,133,70.5,70.5,77.75,100.0,70.5,1,,919,2018-02-22,927738797.3,74.6941,2018-02-26,74.5775,fixed_time,0.66
ESRX,Unknown,2018-02-23,917,75.4053,77,69.3729,69.3729,62.76,70.0,59.17,3,,918,2018-02-22,347446300.93,77.0,2018-02-26,77.3726,fixed_time,2.61
TRIP,Unknown,2018-02-22,917,37.9388,110,34.9037,34.9037,33.94,35.0,30.31,2,,922,2018-02-21,165713548.82,37.0383,2018-03-01,35.9708,fixed_time,-5.19
ADM,Unknown,2018-03-01,922,32.5843,303,30.57,30.57,32.87,85.0,30.57,2,,924,2018-02-28,137215688.87,32.3556,2018-03-05,32.8247,fixed_time,0.74
CHTR,Unknown,2018-02-28,874,353.2929,23,328.5,328.5,361.28,70.0,328.5,2,,878,2018-02-27,575293541.8,341.93,2018-03-06,348.8208,fixed_time,-1.27
IDXX,Unknown,2018-03-02,794,181.5213,19,166.9996,166.9996,165.77,30.0,154.88,3,,796,2018-03-01,128928240.75,185.77,2018-03-06,190.9489,fixed_time,5.19
TRIP,Unknown,2018-03-05,924,35.1972,119,32.3814,32.3814,33.94,35.0,30.31,3,,925,2018-03-02,177820839.42,37.3229,2018-03-06,37.2145,fixed_time,5.73
HUM,Unknown,2018-03-02,923,249.5573,33,229.5927,229.5927,243.22,70.0,224.22,3,,926,2018-03-01,271027345.04,250.3845,2018-03-07,251.5156,fixed_time,0.78
CHTR,Unknown,2018-03-08,880,339.8495,24,328.5,328.5,361.28,70.0,328.5,3,,881,2018-03-07,414107798.65,341.19,2018-03-09,341.708,fixed_time,0.55
TAP,Unknown,2018-03-14,931,64.3907,56,60.06,60.06,65.15,30.0,60.06,1,,932,2018-03-13,119134433.73,64.5572,2018-03-15,64.3336,fixed_time,-0.09
ESRX,Unknown,2018-03-14,930,77.3172,109,72.51,72.51,80.5,70.0,72.51,1,,935,2018-03-13,503264081.2,76.7,2018-03-20,72.4375,stop,-6.31
ADM,Unknown,2018-03-15,932,34.3509,290,31.6028,31.6028,32.87,85.0,30.57,3,,937,2018-03-14,132285948.59,33.9322,2018-03-22,33.2636,fixed_time,-3.17
TAP,Unknown,2018-03-21,936,61.2433,58,60.06,60.06,65.15,30.0,60.06,2,,941,2018-03-20,118473810.95,60.5373,2018-03-22,59.9999,stop,-2.03
BKNG,Unknown,2018-03-19,934,84.751,116,77.9709,77.9709,77.75,100.0,70.5,2,,939,2018-03-16,1160704626.34,84.0894,2018-03-26,82.6095,fixed_time,-2.53
BKNG,Unknown,2018-03-26,939,82.7749,119,76.1529,76.1529,77.75,100.0,70.5,3,,940,2018-03-23,1125438517.74,83.5731,2018-03-27,83.6351,fixed_time,1.04
HLT,Unknown,2018-03-29,698,76.7278,128,75.96,75.96,80.32,85.0,75.96,1,,702,2018-03-28,158138895.44,76.6413,2018-04-02,75.884,stop,-1.1
A,Unknown,2018-03-29,942,62.6662,124,61.84,61.84,67.09,65.0,61.84,1,,947,2018-03-28,148492744.14,62.7443,2018-04-02,61.7782,stop,-1.42
SHW,Unknown,2018-04-23,958,121.4884,68,119.02,119.02,124.52,70.0,119.02,1,,963,2018-04-20,224374351.26,120.0541,2018-04-24,118.047,stop,-2.83
MGM,Unknown,2018-04-23,690,34.3448,104,31.95,31.95,34.48,30.0,31.95,1,,691,2018-04-20,290989162.98,34.7719,2018-04-24,34.9965,fixed_time,1.9
CTAS,Unknown,2018-04-23,958,40.0836,245,37.32,37.32,41.06,100.0,37.32,1,,962,2018-04-20,82606757.6,39.8594,2018-04-27,39.7713,fixed_time,-0.78
CMG,Unknown,2018-05-04,967,8.3864,426,7.7155,7.7155,6.89,30.0,6.15,1,,970,2018-05-03,503174840.95,8.4082,2018-05-09,8.5698,fixed_time,2.19
IDXX,Unknown,2018-05-09,841,206.0258,17,189.5438,189.5438,202.26,30.0,189.42,1,,842,2018-05-08,85156705.15,206.62,2018-05-10,206.5832,fixed_time,0.27
CTAS,Unknown,2018-05-16,975,42.1418,233,38.7705,38.7705,41.06,100.0,37.32,2,,978,2018-05-15,63521888.04,41.9385,2018-05-21,42.0921,fixed_time,-0.12
IDXX,Unknown,2018-05-16,846,206.206,17,189.7095,189.7095,202.26,30.0,189.42,2,,850,2018-05-15,86647304.85,199.42,2018-05-22,201.3085,fixed_time,-2.38
CMG,Unknown,2018-05-21,978,8.6741,411,7.9801,7.9801,6.89,30.0,6.15,2,,981,2018-05-18,554127986.7,8.6772,2018-05-24,8.6913,fixed_time,0.2
CMG,Unknown,2018-05-29,983,8.5868,415,7.8998,7.8998,6.89,30.0,6.15,3,,984,2018-05-25,326933451.05,8.6602,2018-05-30,8.6701,fixed_time,0.97
CTAS,Unknown,2018-05-24,981,41.75,235,38.41,38.41,41.06,100.0,37.32,3,,985,2018-05-23,66381707.68,41.8234,2018-05-31,42.145,fixed_time,0.95
VRSK,Unknown,2018-05-30,984,100.6129,35,99.0,99.0,101.35,30.0,99.0,1,,985,2018-05-29,104673432.15,101.8054,2018-05-31,101.8367,fixed_time,1.22
VRSK,Unknown,2018-06-11,992,103.7535,34,99.0,99.0,101.35,30.0,99.0,2,,994,2018-06-08,83892309.9,103.5738,2018-06-13,104.0686,fixed_time,0.3
SRE,Unknown,2018-06-14,995,44.1999,80,40.6639,40.6639,41.89,30.0,39.57,1,,996,2018-06-13,228575486.73,43.6092,2018-06-15,43.3734,fixed_time,-1.87
VRSK,Unknown,2018-06-19,998,103.6107,34,99.0,99.0,101.35,30.0,99.0,3,,1003,2018-06-18,76752693.41,103.8305,2018-06-26,101.3997,fixed_time,-2.13
IDXX,Unknown,2018-06-20,870,225.7755,15,207.7135,207.7135,202.26,30.0,189.42,3,,875,2018-06-19,94720923.2,224.98,2018-06-27,218.0917,fixed_time,-3.4
SRE,Unknown,2018-07-13,1015,45.0354,79,41.4326,41.4326,41.89,30.0,39.57,2,,1016,2018-07-12,248176413.12,45.1882,2018-07-16,45.1546,fixed_time,0.26
SRE,Unknown,2018-07-24,1022,44.0919,80,40.5646,40.5646,41.89,30.0,39.57,3,,1023,2018-07-23,191345979.02,44.4086,2018-07-25,44.4339,fixed_time,0.78
