symbol,signal_date,period,pit_member,facts_cached,event_available,filed,event_age_days,fresh_120d,form,accession,eps_growth,revenue_growth,revenue_tag
SIG,2016-04-08,outside_experiment,True,True,True,2016-03-24,15,True,10-K,0001628280-16-012998,0.23578947368421055,0.14188588462946505,SalesRevenueNet
SJM,2020-03-02,internal_holdout,True,True,False,,,False,,,,,
SJM,2020-11-04,internal_holdout,True,True,False,,,False,,,,,
SJM,2021-02-19,internal_holdout,True,True,False,,,False,,,,,
SLB,2016-01-29,outside_experiment,True,True,True,2016-01-27,2,True,10-K,0001564590-16-012009,-0.608173076923077,-0.2697612186084809,Revenues
SO,2017-09-19,fit,True,True,True,2017-05-03,139,False,10-Q,0000092122-17-000024,0.24528301886792447,0.44564128256513036,Revenues
SO,2020-11-09,internal_holdout,True,True,True,2020-10-29,11,True,10-Q,0000092122-20-000085,-0.05600000000000005,-0.06255212677231026,Revenues
SPG,2021-12-07,internal_holdout,True,True,True,2021-11-03,34,True,10-Q,0001558370-21-014198,3.3125,0.2223868973878873,Revenues
SPGI,2018-12-07,outside_experiment,True,True,True,2018-10-26,42,True,10-Q,0000064040-18-000183,0.21118012422360244,0.021810971579643068,RevenueFromContractWithCustomerExcludingAssessedTax
SPGI,2019-01-02,calibration,True,True,True,2018-10-26,68,True,10-Q,0000064040-18-000183,0.21118012422360244,0.021810971579643068,RevenueFromContractWithCustomerExcludingAssessedTax
SPGI,2020-02-24,internal_holdout,True,True,True,2020-02-10,14,True,10-K,0000064040-20-000055,0.11254851228978002,0.07046979865771807,RevenueFromContractWithCustomerExcludingAssessedTax
SRE,2018-06-12,fit,True,True,True,2018-05-07,36,True,10-Q,0000086521-18-000041,-0.24,-0.022764764104255986,Revenues
SRE,2020-11-06,internal_holdout,True,True,True,2020-11-05,1,True,10-Q,0001032208-20-000047,-0.573943661971831,-0.014687368862777994,RevenueFromContractWithCustomerExcludingAssessedTax
STT,2018-01-24,fit,True,True,True,2017-11-01,84,True,10-Q,0000093751-17-000473,0.28682170542635643,0.08625954198473273,Revenues
STT,2019-04-12,calibration,True,True,True,2019-02-21,50,True,10-K,0000093751-19-000336,0.22137404580152675,0.07269471799462845,Revenues
STT,2019-10-22,outside_experiment,True,True,True,2019-07-26,88,True,10-Q,0000093751-19-000506,-0.24468085106382975,-0.06203068886712371,Revenues
STZ,2020-07-17,internal_holdout,True,True,False,,,False,,,,,
STZ,2021-03-26,internal_holdout,True,True,False,,,False,,,,,
SWKS,2016-09-30,fit,True,True,True,2016-08-03,58,True,10-Q,0000004127-16-000062,-0.08490566037735858,-0.07197530864197532,SalesRevenueNet
SWKS,2016-10-04,fit,True,True,True,2016-08-03,62,True,10-Q,0000004127-16-000062,-0.08490566037735858,-0.07197530864197532,SalesRevenueNet
SWKS,2017-11-08,fit,True,True,True,2017-07-27,104,True,10-Q,0000004127-17-000027,0.3608247422680413,0.1983504057469736,SalesRevenueNet
SWKS,2020-07-02,internal_holdout,True,True,True,2020-05-05,58,True,10-Q,0000004127-20-000027,-0.1382113821138211,-0.05466436327739388,RevenueFromContractWithCustomerExcludingAssessedTax
SYF,2015-04-30,outside_experiment,False,True,False,,,False,,,,,
SYF,2016-02-24,outside_experiment,True,True,False,,,False,,,,,
SYK,2019-08-05,outside_experiment,True,True,True,2019-07-26,10,True,10-Q,0000310764-19-000110,0.05882352941176472,0.09873570138470811,Revenues
SYMC,2018-08-16,outside_experiment,True,False,False,,,False,,,,,
SYMC,2020-01-23,internal_holdout,False,False,False,,,False,,,,,
SYY,2017-06-23,fit,True,True,True,2011-08-30,2124,False,10-K,0000950123-11-081150,-0.015075376884422176,0.05584851797609214,SalesRevenueNet
SYY,2017-11-14,fit,True,True,True,2011-08-30,2268,False,10-K,0000950123-11-081150,-0.015075376884422176,0.05584851797609214,SalesRevenueNet
SYY,2019-06-24,calibration,True,True,True,2019-05-07,48,True,10-Q,0000096021-19-000041,0.3492063492063491,0.021503879158471184,RevenueFromContractWithCustomerExcludingAssessedTax
T,2021-02-01,internal_holdout,True,True,True,2020-11-05,88,True,10-Q,0000732717-20-000056,-0.21999999999999997,-0.050417152597111325,Revenues
TAP,2014-09-17,outside_experiment,True,True,False,,,False,,,,,
TAP,2018-03-05,fit,True,True,False,,,False,,,,,
TDC,2014-09-25,outside_experiment,True,True,True,2014-08-08,48,True,10-Q,0001193125-14-302584,-0.07692307692307698,0.008955223880596996,Revenues
TDC,2015-01-08,outside_experiment,True,True,True,2014-11-07,62,True,10-Q,0001193125-14-402977,0.016949152542372836,0.0015015015015014122,Revenues
TDC,2015-01-20,outside_experiment,True,True,True,2014-11-07,74,True,10-Q,0001193125-14-402977,0.016949152542372836,0.0015015015015014122,Revenues
TDC,2016-06-17,outside_experiment,True,True,True,2015-11-06,224,False,10-Q,0000816761-15-000031,-0.08333333333333326,-0.09145427286356822,Revenues
TDC,2017-02-22,fit,True,True,True,2016-11-03,111,True,10-Q,0000816761-16-000088,-0.3272727272727274,-0.08910891089108908,Revenues
TDG,2021-02-19,internal_holdout,True,True,False,,,False,,,,,
TDG,2021-12-01,internal_holdout,True,True,False,,,False,,,,,
TECH,2020-11-09,internal_holdout,False,True,False,,,False,,,,,
TECH,2021-03-26,internal_holdout,False,True,False,,,False,,,,,
TEL,2016-01-22,outside_experiment,True,True,True,2015-11-10,73,True,10-K,0001047469-15-008508,0.3793911007025761,0.021715526601520097,SalesRevenueNet
TEL,2016-06-24,outside_experiment,True,True,True,2016-04-21,64,True,10-Q,0001047469-16-012413,-0.289655172413793,-0.042180402336145395,SalesRevenueNet
TEL,2018-12-06,outside_experiment,True,True,True,2018-11-13,23,True,10-K,0001047469-18-007210,0.5468085106382978,0.14796881411571605,SalesRevenueNet
TEL,2019-08-16,outside_experiment,True,True,True,2019-07-26,21,True,10-Q,0001558370-19-006392,0.7286821705426356,-0.05361630829377273,RevenueFromContractWithCustomerExcludingAssessedTax
TER,2019-04-26,calibration,False,True,False,,,False,,,,,
TER,2020-11-04,internal_holdout,True,True,True,2020-11-02,2,True,10-Q,0001193125-20-283796,0.6133333333333333,0.4079561815551562,Revenues
TFC,2019-08-14,outside_experiment,False,True,False,,,False,,,,,
TFX,2020-03-03,internal_holdout,True,True,True,2020-02-21,11,True,10-K,0000096943-20-000017,1.2843822843822847,0.06003104906381074,RevenueFromContractWithCustomerExcludingAssessedTax
TGT,2016-05-18,outside_experiment,True,True,True,2015-11-25,175,False,10-Q,0000027419-15-000036,0.5818181818181818,0.02080676944476645,SalesRevenueNet
TJX,2016-01-20,outside_experiment,True,True,True,2015-12-01,50,True,10-Q,0001193125-15-391899,0.0117647058823529,0.052596460580179416,SalesRevenueNet
TJX,2017-08-22,fit,True,True,True,2017-05-26,88,True,10-Q,0001193125-17-184984,0.07894736842105265,0.032041446996137646,SalesRevenueNet
TJX,2020-09-14,internal_holdout,True,True,True,2018-06-01,836,False,10-Q,0001193125-18-181451,0.37804878048780477,0.11622471873159701,SalesRevenueNet
TJX,2021-05-19,internal_holdout,True,True,True,2018-06-01,1083,False,10-Q,0001193125-18-181451,0.37804878048780477,0.11622471873159701,SalesRevenueNet
TMO,2020-12-14,internal_holdout,True,True,True,2020-10-30,45,True,10-Q,0000097745-20-000051,1.5744680851063833,0.35857780612244894,RevenueFromContractWithCustomerExcludingAssessedTax
TMO,2021-01-20,internal_holdout,True,True,True,2020-10-30,82,True,10-Q,0000097745-20-000051,1.5744680851063833,0.35857780612244894,RevenueFromContractWithCustomerExcludingAssessedTax
TMUS,2019-11-12,outside_experiment,True,True,True,2019-10-28,15,True,10-Q,0001283699-19-000119,0.08602150537634401,0.020481594243011436,RevenueFromContractWithCustomerExcludingAssessedTax
TMUS,2019-11-14,outside_experiment,True,True,True,2019-10-28,17,True,10-Q,0001283699-19-000119,0.08602150537634401,0.020481594243011436,RevenueFromContractWithCustomerExcludingAssessedTax
TMUS,2020-02-11,internal_holdout,True,True,True,2020-02-06,5,True,10-K,0001283699-20-000026,0.1964285714285714,0.038974832602170384,RevenueFromContractWithCustomerExcludingAssessedTax
TPR,2016-08-11,fit,True,True,True,2016-05-04,99,True,10-Q,0001116132-16-000022,0.25,0.11169697621865926,SalesRevenueNet
TPR,2020-11-10,internal_holdout,True,True,True,2020-11-04,6,True,10-Q,0001116132-20-000029,10.857142857142856,-0.1367552838942485,RevenueFromContractWithCustomerExcludingAssessedTax
TRIP,2017-08-11,fit,True,True,True,2017-08-08,3,True,10-Q,0001564590-17-016506,-0.17391304347826086,0.0843989769820972,Revenues
TRIP,2018-02-06,fit,True,True,True,2017-11-06,92,True,10-Q,0001564590-17-021789,-0.5135135135135136,0.04275534441805218,Revenues
TRIP,2018-03-26,fit,True,True,True,2017-11-06,140,False,10-Q,0001564590-17-021789,-0.5135135135135136,0.04275534441805218,Revenues
TRMB,2020-09-11,internal_holdout,False,True,False,,,False,,,,,
TRMB,2021-12-16,internal_holdout,True,True,True,2021-11-04,42,True,10-Q,0000864749-21-000137,0.44117647058823506,0.1379876278247696,RevenueFromContractWithCustomerExcludingAssessedTax
TRMB,2021-12-20,internal_holdout,True,True,True,2021-11-04,46,True,10-Q,0000864749-21-000137,0.44117647058823506,0.1379876278247696,RevenueFromContractWithCustomerExcludingAssessedTax
TROW,2017-06-05,fit,True,True,True,2011-10-25,2050,False,10-Q,0001193125-11-280312,0.109375,0.15877342419080076,Revenues
TRV,2020-03-02,internal_holdout,True,True,True,2020-02-13,18,True,10-K,0000086312-20-000011,0.06896551724137945,0.04289677035862893,Revenues
TSN,2014-10-09,outside_experiment,True,True,True,2014-08-07,63,True,10-Q,0000100493-14-000150,0.07352941176470584,0.10892223113045474,SalesRevenueNet
TSN,2014-11-13,outside_experiment,True,True,True,2014-08-07,98,True,10-Q,0000100493-14-000150,0.07352941176470584,0.10892223113045474,SalesRevenueNet
TSN,2014-11-17,outside_experiment,True,True,True,2014-08-07,102,True,10-Q,0000100493-14-000150,0.07352941176470584,0.10892223113045474,SalesRevenueNet
TSN,2017-03-17,fit,True,True,True,2017-02-06,39,True,10-Q,0000100493-17-000012,0.38260869565217415,0.003277972027972087,SalesRevenueNet
TSN,2017-03-23,fit,True,True,True,2017-02-06,45,True,10-Q,0000100493-17-000012,0.38260869565217415,0.003277972027972087,SalesRevenueNet
TSN,2018-12-21,outside_experiment,True,True,True,2018-11-13,38,True,10-K,0000100493-18-000108,0.7098121085594988,0.04683742812336633,Revenues
TSN,2018-12-27,outside_experiment,True,True,True,2018-11-13,44,True,10-K,0000100493-18-000108,0.7098121085594988,0.04683742812336633,Revenues
TSN,2019-01-07,calibration,True,True,True,2018-11-13,55,True,10-K,0000100493-18-000108,0.7098121085594988,0.04683742812336633,Revenues
TSN,2019-01-08,calibration,True,True,True,2018-11-13,56,True,10-K,0000100493-18-000108,0.7098121085594988,0.04683742812336633,Revenues
TSN,2019-05-10,calibration,True,True,True,2019-05-06,4,True,10-Q,0000100493-19-000063,0.3764705882352941,0.06855622633786962,Revenues
TSN,2021-02-11,internal_holdout,True,True,True,2020-11-16,87,True,10-K,0000100493-20-000132,0.061594202898550776,0.018394057304563116,Revenues
TT,2018-12-19,outside_experiment,False,True,False,,,False,,,,,
TT,2021-12-17,internal_holdout,True,True,True,2021-11-03,44,True,10-Q,0001466258-21-000188,0.024390243902439046,0.0641682162780719,RevenueFromContractWithCustomerExcludingAssessedTax
TTWO,2016-11-03,fit,False,True,False,,,False,,,,,
TTWO,2018-01-31,fit,False,True,False,,,False,,,,,
TWX,2016-02-10,outside_experiment,True,False,False,,,False,,,,,
TXT,2015-01-20,outside_experiment,True,True,True,2014-10-24,88,True,10-Q,0001104659-14-073500,0.6285714285714286,0.18112947658402212,Revenues
TXT,2015-10-12,outside_experiment,True,True,True,2015-07-29,75,True,10-Q,0001104659-15-054257,0.17647058823529416,-0.07360912981455059,Revenues
TXT,2017-02-07,fit,True,True,True,2016-10-27,103,True,10-Q,0001104659-16-152425,1.4603174603174605,0.022327044025157283,Revenues
TXT,2020-02-04,internal_holdout,True,True,True,2019-10-23,104,True,10-Q,0001104659-19-055774,-0.579646017699115,0.018437500000000107,RevenueFromContractWithCustomerExcludingAssessedTax
TXT,2020-04-29,internal_holdout,True,True,True,2019-10-23,189,False,10-Q,0001104659-19-055774,-0.579646017699115,0.018437500000000107,RevenueFromContractWithCustomerExcludingAssessedTax
TXT,2021-10-07,internal_holdout,True,True,True,2021-04-29,161,False,10-Q,0000217346-21-000036,2.409090909090909,0.03673028447965421,Revenues
UA,2019-06-04,calibration,True,True,True,2018-11-05,211,False,10-Q,0001336917-18-000056,0.41666666666666674,0.024120097289478837,Revenues
UA,2020-02-11,internal_holdout,True,True,True,2019-11-08,95,True,10-Q,0001336917-19-000075,0.3529411764705881,-0.009369525203468343,Revenues
UA,2020-03-19,internal_holdout,True,True,True,2019-11-08,132,False,10-Q,0001336917-19-000075,0.3529411764705881,-0.009369525203468343,Revenues
UA,2021-09-21,internal_holdout,True,True,True,2020-11-05,320,False,10-Q,0001336917-20-000078,-0.6086956521739131,0.002493955742604248,Revenues
UAA,2019-06-03,calibration,True,True,True,2018-11-05,210,False,10-Q,0001336917-18-000056,0.41666666666666674,0.024120097289478837,Revenues
UAA,2020-03-19,internal_holdout,True,True,True,2019-11-08,132,False,10-Q,0001336917-19-000075,0.3529411764705881,-0.009369525203468343,Revenues
UAL,2014-10-27,outside_experiment,False,True,False,,,False,,,,,
UAL,2019-05-07,calibration,True,True,True,2019-02-28,68,True,10-K,0000100517-19-000009,0.09065155807365444,0.09313466017361849,RevenueFromContractWithCustomerExcludingAssessedTax
UAL,2020-09-16,internal_holdout,True,True,True,2020-02-25,204,False,10-K,0000100517-20-000010,0.5097783572359844,0.04735733481829407,RevenueFromContractWithCustomerExcludingAssessedTax
UHS,2014-07-25,outside_experiment,False,True,False,,,False,,,,,
UHS,2020-02-06,internal_holdout,True,True,True,2019-11-08,90,True,10-Q,0001564590-19-042267,-0.40217391304347827,0.06551366541671988,RevenueFromContractWithCustomerExcludingAssessedTax
UHS,2021-07-27,internal_holdout,True,True,True,2021-05-07,81,True,10-Q,0001564590-21-025562,0.48170731707317094,0.0647850082712913,RevenueFromContractWithCustomerExcludingAssessedTax
ULTA,2016-12-16,fit,True,True,True,2016-12-01,15,True,10-Q,0001193125-16-782523,0.26126126126126104,0.2421565828483585,SalesRevenueNet
UNH,2019-05-03,calibration,True,True,True,2019-02-12,80,True,10-K,0000731766-19-000005,0.13712686567164178,0.1247172634582594,Revenues
UNH,2021-01-08,internal_holdout,True,True,True,2020-11-02,67,True,10-Q,0000731766-20-000049,-0.10081743869209814,0.07893821146294178,Revenues
UNM,2018-12-18,outside_experiment,True,True,True,2018-07-31,140,False,10-Q,0000005513-18-000073,0.20560747663551404,0.024202693125442876,Revenues
UNM,2019-10-04,outside_experiment,True,True,True,2019-07-31,65,True,10-Q,0000005513-19-000122,0.03100775193798455,0.04373248451717804,Revenues
UNM,2019-11-05,outside_experiment,True,True,True,2019-07-31,97,True,10-Q,0000005513-19-000122,0.03100775193798455,0.04373248451717804,Revenues
UNM,2019-11-08,outside_experiment,True,True,True,2019-07-31,100,True,10-Q,0000005513-19-000122,0.03100775193798455,0.04373248451717804,Revenues
UNM,2020-10-22,internal_holdout,True,True,True,2020-07-29,85,True,10-Q,0000005513-20-000111,-0.022556390977443663,0.001491696224351191,Revenues
UNP,2016-06-30,outside_experiment,True,True,True,2016-04-21,70,True,10-Q,0000100885-16-000339,-0.10769230769230775,-0.13982899893124334,Revenues
URI,2016-01-28,outside_experiment,True,True,True,2016-01-27,1,True,10-K,0001067701-16-000039,0.178640776699029,0.02321899736147759,SalesRevenueNet
URI,2018-09-11,outside_experiment,True,True,True,2018-07-18,55,True,10-Q,0001067701-18-000024,0.9393939393939397,0.18409517845961187,SalesRevenueNet
URI,2019-07-24,outside_experiment,True,True,True,2019-07-17,7,True,10-Q,0001067701-19-000029,0.07499999999999996,0.2109994711792702,Revenues
URI,2019-08-01,outside_experiment,True,True,True,2019-07-17,15,True,10-Q,0001067701-19-000029,0.07499999999999996,0.2109994711792702,Revenues
URI,2019-10-23,outside_experiment,True,True,True,2019-10-16,7,True,10-Q,0001067701-19-000041,0.2668329177057358,0.17580340264650274,Revenues
URI,2019-10-24,outside_experiment,True,True,True,2019-10-16,8,True,10-Q,0001067701-19-000041,0.2668329177057358,0.17580340264650274,Revenues
URI,2019-10-28,outside_experiment,True,True,True,2019-10-16,12,True,10-Q,0001067701-19-000041,0.2668329177057358,0.17580340264650274,Revenues
URI,2019-10-29,outside_experiment,True,True,True,2019-10-16,13,True,10-Q,0001067701-19-000041,0.2668329177057358,0.17580340264650274,Revenues
URI,2021-08-03,internal_holdout,True,True,True,2021-07-28,6,True,10-Q,0001067701-21-000028,0.37201365187713287,0.1794739556472409,Revenues
USB,2015-02-03,outside_experiment,True,True,True,2014-11-06,89,True,10-Q,0001193125-14-400765,0.026315789473684292,0.020241259456143856,Revenues
USB,2020-09-02,internal_holdout,True,True,True,2019-11-08,299,False,10-Q,0001193125-19-287486,0.08490566037735836,0.03877873311107205,Revenues
UTX,2014-10-14,outside_experiment,True,False,False,,,False,,,,,
V,2021-03-03,internal_holdout,True,True,False,,,False,,,,,
V,2021-03-08,internal_holdout,True,True,False,,,False,,,,,
VFC,2015-10-23,outside_experiment,True,True,True,2015-08-07,77,True,10-Q,0001193125-15-283008,0.11111111111111116,0.04653641266970743,Revenues
VLO,2015-01-08,outside_experiment,True,True,False,,,False,,,,,
VLO,2015-08-24,outside_experiment,True,True,False,,,False,,,,,
VLO,2016-01-13,outside_experiment,True,True,False,,,False,,,,,
VLO,2016-10-17,fit,True,True,False,,,False,,,,,
VLO,2021-12-07,internal_holdout,True,True,False,,,False,,,,,
VMC,2014-10-01,outside_experiment,True,True,True,2014-08-06,56,True,10-Q,0001396009-14-000031,0.5909090909090908,0.07094579503013954,SalesRevenueNet
VMC,2015-11-04,outside_experiment,True,True,True,2015-08-05,91,True,10-Q,0001396009-15-000030,0.028571428571428692,0.13145537532405638,SalesRevenueNet
VMC,2020-02-27,internal_holdout,True,True,True,2020-02-26,1,True,10-K,0001396009-20-000006,0.20259740259740244,0.12462932385156855,Revenues
VMC,2021-11-05,internal_holdout,True,True,True,2021-08-05,92,True,10-Q,0001396009-21-000044,-0.07594936708860767,0.02908870952497966,Revenues
VNO,2021-03-05,internal_holdout,True,True,True,2020-11-02,123,False,10-Q,0000899689-20-000049,-0.834319526627219,-0.21890029423063306,Revenues
VNO,2021-12-31,internal_holdout,True,True,True,2021-11-01,60,True,10-Q,0000899689-21-000052,-0.2857142857142857,0.12432616591842005,Revenues
VRSK,2015-09-17,outside_experiment,False,True,False,,,False,,,,,
VRSK,2018-05-24,fit,True,True,False,,,False,,,,,
VRSN,2016-01-20,outside_experiment,True,True,True,2015-02-13,341,False,10-K,0001014473-15-000011,-0.27793696275071633,0.04665900587200955,Revenues
VRSN,2016-10-21,fit,True,True,True,2016-02-19,245,False,10-K,0001014473-16-000086,0.11904761904761907,0.048755738196664344,Revenues
VRSN,2017-01-20,fit,True,True,True,2016-02-19,336,False,10-K,0001014473-16-000086,0.11904761904761907,0.048755738196664344,Revenues
VRSN,2021-02-26,internal_holdout,True,True,True,2021-02-19,7,True,10-K,0001014473-21-000005,0.37281553398058254,0.02711054421630621,Revenues
VRTX,2014-09-19,outside_experiment,True,True,False,,,False,,,,,
VRTX,2017-04-04,fit,True,True,False,,,False,,,,,
VTR,2018-03-12,fit,True,True,True,2018-02-09,31,True,10-K,0000740260-18-000054,1.032258064516129,0.03793412674581442,Revenues
VTR,2018-03-13,fit,True,True,True,2018-02-09,32,True,10-K,0000740260-18-000054,1.032258064516129,0.03793412674581442,Revenues
VTR,2019-06-20,calibration,True,True,True,2019-04-29,52,True,10-Q,0000740260-19-000086,0.5909090909090908,-0.0008805717888534792,Revenues
VTR,2021-12-21,internal_holdout,True,True,True,2021-11-05,46,True,10-Q,0000740260-21-000183,4.333333333333334,0.06217816179511182,Revenues
WAB,2018-02-02,fit,False,True,False,,,False,,,,,
WAB,2020-09-18,internal_holdout,True,True,True,2020-07-29,51,True,10-Q,0001628280-20-010768,-0.14814814814814814,-0.22309171399186156,RevenueFromContractWithCustomerExcludingAssessedTax
WAT,2020-11-06,internal_holdout,True,True,True,2020-10-28,9,True,10-Q,0001193125-20-279285,-0.019323671497584516,0.028592809703470445,RevenueFromContractWithCustomerExcludingAssessedTax
WAT,2020-11-09,internal_holdout,True,True,True,2020-10-28,12,True,10-Q,0001193125-20-279285,-0.019323671497584516,0.028592809703470445,RevenueFromContractWithCustomerExcludingAssessedTax
WDC,2014-12-18,outside_experiment,True,True,False,,,False,,,,,
WDC,2017-12-13,fit,True,True,False,,,False,,,,,
WEC,2015-07-02,outside_experiment,True,True,True,2015-02-27,125,False,10-K,0000107815-15-000040,0.031872509960159334,0.10579774286346533,Revenues
WELL,2015-09-18,outside_experiment,True,True,True,2015-08-04,45,True,10-Q,0000766704-15-000031,2.7083333333333335,0.15817488377946054,Revenues
WELL,2016-01-22,outside_experiment,True,True,True,2015-10-30,84,True,10-Q,0000766704-15-000043,0.18181818181818188,0.15512735347595297,Revenues
WELL,2016-01-27,outside_experiment,True,True,True,2015-10-30,89,True,10-Q,0000766704-15-000043,0.18181818181818188,0.15512735347595297,Revenues
WELL,2020-10-22,internal_holdout,True,True,True,2020-08-06,77,True,10-Q,0000766704-20-000050,0.23529411764705865,-0.09971244733377471,Revenues
WHR,2016-03-10,outside_experiment,True,True,True,2016-02-16,23,True,10-K,0000106640-16-000068,0.20318237454100374,0.05127818035426723,Revenues
WHR,2016-03-11,outside_experiment,True,True,True,2016-02-16,24,True,10-K,0000106640-16-000068,0.20318237454100374,0.05127818035426723,Revenues
WHR,2019-02-01,calibration,True,True,True,2018-10-25,99,True,10-Q,0000106640-18-000077,-0.13440860215053763,-0.016980435585086773,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-03-06,internal_holdout,True,True,True,2019-10-23,135,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-04-14,internal_holdout,True,True,True,2019-10-23,174,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-04-16,internal_holdout,True,True,True,2019-10-23,176,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-04-17,internal_holdout,True,True,True,2019-10-23,177,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-04-20,internal_holdout,True,True,True,2019-10-23,180,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WHR,2020-04-21,internal_holdout,True,True,True,2019-10-23,181,False,10-Q,0000106640-19-000135,0.7298136645962732,-0.04412316935786709,RevenueFromContractWithCustomerExcludingAssessedTax
WLTW,2016-01-13,outside_experiment,True,False,False,,,False,,,,,
WLTW,2016-01-28,outside_experiment,True,False,False,,,False,,,,,
WLTW,2016-02-04,outside_experiment,True,False,False,,,False,,,,,
WLTW,2016-02-09,outside_experiment,True,False,False,,,False,,,,,
WLTW,2020-03-04,internal_holdout,True,False,False,,,False,,,,,
WMB,2017-06-23,fit,True,True,True,2015-07-30,694,False,10-Q,0000107263-15-000014,0.0,0.09594755661501786,Revenues
WMB,2021-01-26,internal_holdout,True,True,True,2020-11-02,85,True,10-Q,0000107263-20-000034,0.38888888888888884,-0.03375314861460954,RevenueFromContractWithCustomerExcludingAssessedTax
WMB,2021-03-08,internal_holdout,True,True,True,2021-02-24,12,True,10-K,0000107263-21-000006,-0.7571428571428571,-0.05982800982800984,RevenueFromContractWithCustomerExcludingAssessedTax
WMT,2021-11-30,internal_holdout,True,True,True,2021-09-02,89,True,10-Q,0000104169-21-000058,-0.3303964757709251,0.02226948488569258,RevenueFromContractWithCustomerExcludingAssessedTax
WMT,2021-12-01,internal_holdout,True,True,True,2021-09-02,90,True,10-Q,0000104169-21-000058,-0.3303964757709251,0.02226948488569258,RevenueFromContractWithCustomerExcludingAssessedTax
WRB,2018-12-26,outside_experiment,False,True,False,,,False,,,,,
WY,2018-10-08,outside_experiment,True,True,True,2018-02-16,234,False,10-K,0000106535-18-000013,-0.4460431654676259,0.13055773762765122,SalesRevenueNet
WYNN,2015-02-17,outside_experiment,True,True,True,2014-11-07,102,True,10-Q,0001174922-14-000045,0.05027932960893855,-0.014460705324463086,SalesRevenueNet
WYNN,2015-02-18,outside_experiment,True,True,True,2014-11-07,103,True,10-Q,0001174922-14-000045,0.05027932960893855,-0.014460705324463086,SalesRevenueNet
WYNN,2016-10-05,fit,True,True,True,2016-08-09,57,True,10-Q,0001174922-16-000199,0.23214285714285698,0.01720972879251259,SalesRevenueNet
WYNN,2021-09-21,internal_holdout,True,True,True,2019-02-28,936,False,10-K,0001174922-19-000021,-0.26510989010989017,0.10666934644226833,Revenues
WYNN,2021-09-24,internal_holdout,True,True,True,2019-02-28,939,False,10-K,0001174922-19-000021,-0.26510989010989017,0.10666934644226833,Revenues
XOM,2018-11-16,outside_experiment,True,True,False,,,False,,,,,
XRX,2017-05-09,fit,True,True,False,,,False,,,,,
XYL,2016-02-12,outside_experiment,True,True,True,2015-10-29,106,True,10-Q,0001524472-15-000023,-0.1724137931034483,-0.063343717549325,SalesRevenueNet
XYL,2020-02-12,internal_holdout,True,True,True,2019-10-31,104,True,10-Q,0001524472-19-000055,-0.5,0.006993006993007089,Revenues
YUM,2015-01-08,outside_experiment,True,True,True,2014-10-14,86,True,10-Q,0001041061-14-000031,1.6969696969696968,-0.032313906520484714,Revenues
YUM,2015-08-21,outside_experiment,True,True,True,2015-07-21,31,True,10-Q,0001041061-15-000023,-0.273972602739726,-0.030898876404494402,Revenues
ZBRA,2018-10-30,outside_experiment,False,True,False,,,False,,,,,
ZBRA,2018-11-19,outside_experiment,False,True,False,,,False,,,,,
ZBRA,2020-11-03,internal_holdout,True,True,True,2020-07-28,98,True,10-Q,0000877212-20-000146,-0.18141592920353966,-0.12853236098450316,RevenueFromContractWithCustomerExcludingAssessedTax
ZION,2014-12-09,outside_experiment,True,True,False,,,False,,,,,
ZION,2014-12-16,outside_experiment,True,True,False,,,False,,,,,
ZION,2015-03-20,outside_experiment,True,True,False,,,False,,,,,
ZION,2015-03-24,outside_experiment,True,True,False,,,False,,,,,
ZION,2016-02-17,outside_experiment,True,True,False,,,False,,,,,
