symbol,signal_date,period,pit_member,facts_cached,event_available,filed,event_age_days,fresh_120d,form,accession,eps_growth,revenue_growth,revenue_tag
HAS,2019-05-07,calibration,True,True,True,2019-02-26,70,True,10-K,0001193125-19-052025,-0.4423076923076923,-0.12095246979624097,Revenues
HBAN,2019-05-30,calibration,True,True,True,2019-04-29,31,True,10-Q,0000049196-19-000028,0.1428571428571428,0.03738317757009346,RevenueFromContractWithCustomerExcludingAssessedTax
HBAN,2019-08-07,outside_experiment,True,True,True,2019-07-29,9,True,10-Q,0000049196-19-000054,0.10000000000000009,0.08294930875576045,RevenueFromContractWithCustomerExcludingAssessedTax
HBAN,2019-08-15,outside_experiment,True,True,True,2019-07-29,17,True,10-Q,0000049196-19-000054,0.10000000000000009,0.08294930875576045,RevenueFromContractWithCustomerExcludingAssessedTax
HCA,2015-02-20,outside_experiment,True,True,False,,,False,,,,,
HCA,2015-10-06,outside_experiment,True,True,False,,,False,,,,,
HCA,2018-12-07,outside_experiment,True,True,False,,,False,,,,,
HCA,2019-08-14,outside_experiment,True,True,False,,,False,,,,,
HCA,2019-08-15,outside_experiment,True,True,False,,,False,,,,,
HCA,2019-08-16,outside_experiment,True,True,False,,,False,,,,,
HCA,2019-08-19,outside_experiment,True,True,False,,,False,,,,,
HCA,2019-08-20,outside_experiment,True,True,False,,,False,,,,,
HCA,2021-03-05,internal_holdout,True,True,False,,,False,,,,,
HCP,2016-01-22,outside_experiment,True,False,False,,,False,,,,,
HD,2020-02-28,internal_holdout,True,True,True,2019-11-26,94,True,10-Q,0000354950-19-000066,0.007968127490039834,0.035016348566648814,RevenueFromContractWithCustomerExcludingAssessedTax
HII,2016-11-08,fit,False,True,False,,,False,,,,,
HLT,2018-03-26,fit,True,True,True,2018-02-14,40,True,10-K,0001585689-18-000033,2.632075471698113,0.23814684367380123,Revenues
HOG,2015-01-07,outside_experiment,True,True,True,2014-11-06,62,True,10-Q,0000793952-14-000045,-0.0547945205479452,-0.03134139752537368,Revenues
HOG,2015-06-01,outside_experiment,True,True,True,2015-05-07,25,True,10-Q,0000793952-15-000023,0.04958677685950419,-0.03076565657501995,Revenues
HOG,2015-06-02,outside_experiment,True,True,True,2015-05-07,26,True,10-Q,0000793952-15-000023,0.04958677685950419,-0.03076565657501995,Revenues
HOG,2015-06-03,outside_experiment,True,True,True,2015-05-07,27,True,10-Q,0000793952-15-000023,0.04958677685950419,-0.03076565657501995,Revenues
HOG,2020-10-27,internal_holdout,False,True,False,,,False,,,,,
HON,2014-12-18,outside_experiment,True,True,True,2014-10-17,62,True,10-Q,0000930413-14-004352,0.185483870967742,0.04778687674924842,SalesRevenueNet
HON,2018-11-19,outside_experiment,True,True,True,2018-10-19,31,True,10-Q,0000930413-18-003111,0.7873563218390804,0.06333366268155327,RevenueFromContractWithCustomerExcludingAssessedTax
HON,2018-12-06,outside_experiment,True,True,True,2018-10-19,48,True,10-Q,0000930413-18-003111,0.7873563218390804,0.06333366268155327,RevenueFromContractWithCustomerExcludingAssessedTax
HP,2018-11-12,outside_experiment,True,True,True,2016-05-06,920,False,10-Q,0001104659-16-118693,-0.8652482269503546,-0.5052434879808507,SalesRevenueNet
HPE,2017-11-03,fit,True,True,True,2017-09-07,57,True,10-Q,0001628280-17-009143,-0.9242424242424242,0.025484072454715845,Revenues
HPE,2017-11-06,fit,True,True,True,2017-09-07,60,True,10-Q,0001628280-17-009143,-0.9242424242424242,0.025484072454715845,Revenues
HPQ,2016-11-30,fit,True,True,True,2016-09-01,90,True,10-Q,0000047217-16-000082,-0.04255319148936165,-0.038019737906487605,Revenues
HRB,2015-08-07,outside_experiment,True,True,True,2015-06-17,51,True,10-K,0001574842-15-000011,-0.005813953488372103,0.017975428984275732,Revenues
HRB,2015-08-10,outside_experiment,True,True,True,2015-06-17,54,True,10-K,0001574842-15-000011,-0.005813953488372103,0.017975428984275732,Revenues
HRB,2015-08-11,outside_experiment,True,True,True,2015-06-17,55,True,10-K,0001574842-15-000011,-0.005813953488372103,0.017975428984275732,Revenues
HRB,2016-11-16,fit,True,True,True,2016-06-17,152,False,10-K,0001574842-16-000042,-0.1286549707602339,-0.013156706590988665,Revenues
HRB,2018-06-13,fit,True,True,True,2017-06-16,362,False,10-K,0001574842-17-000019,0.2818791946308725,-0.0006053019712963792,Revenues
HRL,2016-10-10,fit,True,True,True,2016-09-02,38,True,10-Q,0001104659-16-142847,0.33333333333333326,0.05199199300736046,SalesRevenueNet
HSIC,2020-11-09,internal_holdout,True,True,True,2020-11-02,7,True,10-Q,0001000228-20-000066,0.04210526315789487,0.13208839242544257,RevenueFromContractWithCustomerExcludingAssessedTax
HUM,2016-05-12,outside_experiment,True,True,True,2016-05-04,8,True,10-Q,0000049071-16-000146,-0.44680851063829785,-0.002385599653003667,Revenues
HUM,2016-11-08,fit,True,True,True,2016-11-04,4,True,10-Q,0000049071-16-000184,0.4258373205741628,0.02476988700142191,Revenues
HUM,2018-02-05,fit,True,True,True,2017-11-08,89,True,10-Q,0000049071-17-000169,0.15436241610738244,-0.030086169125164264,Revenues
HWM,2018-11-19,outside_experiment,False,True,False,,,False,,,,,
HWM,2019-10-15,outside_experiment,False,True,False,,,False,,,,,
HWM,2019-10-28,outside_experiment,False,True,False,,,False,,,,,
IBM,2020-03-10,internal_holdout,True,True,True,2020-02-25,14,True,10-K,0001558370-20-001334,0.10924369747899165,-0.030706989483735625,Revenues
IDXX,2018-01-17,fit,True,True,True,2017-10-31,78,True,10-Q,0000874716-17-000016,0.27419354838709675,0.09740624749056459,SalesRevenueNet
IDXX,2018-05-07,fit,True,True,True,2018-05-04,3,True,10-Q,0000874716-18-000008,0.31168831168831157,0.16370468009029882,RevenueFromContractWithCustomerExcludingAssessedTax
IDXX,2020-04-28,internal_holdout,True,True,True,2020-02-14,74,True,10-K,0000874716-20-000006,0.147887323943662,0.08750330962452368,RevenueFromContractWithCustomerExcludingAssessedTax
IFF,2020-11-05,internal_holdout,True,True,True,2020-08-10,87,True,10-Q,0000051253-20-000046,-0.3833333333333333,-0.07184677848940202,RevenueFromContractWithCustomerExcludingAssessedTax
ILMN,2014-09-19,outside_experiment,False,True,False,,,False,,,,,
ILMN,2021-02-12,internal_holdout,True,True,True,2020-10-30,105,True,10-Q,0001110803-20-000060,-0.23417721518987344,-0.1245865490628445,RevenueFromContractWithCustomerExcludingAssessedTax
INCY,2017-09-27,fit,True,True,True,2017-02-14,225,False,10-K,0001558370-17-000594,17.000000000000004,0.4669552677210378,Revenues
INCY,2017-11-14,fit,True,True,True,2017-10-31,14,True,10-Q,0001558370-17-007810,-0.10526315789473684,0.415873439987531,Revenues
INCY,2018-03-08,fit,True,True,True,2017-10-31,128,False,10-Q,0001558370-17-007810,-0.10526315789473684,0.415873439987531,Revenues
INCY,2018-09-18,outside_experiment,True,True,True,2017-10-31,322,False,10-Q,0001558370-17-007810,-0.10526315789473684,0.415873439987531,Revenues
INTU,2020-09-04,internal_holdout,True,True,True,2020-08-31,4,True,10-K,0000896878-20-000148,0.17487266553480474,0.13192806603773577,Revenues
INTU,2020-11-09,internal_holdout,True,True,True,2020-08-31,70,True,10-K,0000896878-20-000148,0.17487266553480474,0.13192806603773577,Revenues
IQV,2016-05-23,outside_experiment,False,True,False,,,False,,,,,
IQV,2016-05-26,outside_experiment,False,True,False,,,False,,,,,
IQV,2018-04-17,fit,True,True,True,2018-02-16,60,True,10-K,0001564590-18-002340,6.7368421052631575,0.41596394300668793,Revenues
IQV,2021-02-23,internal_holdout,True,True,True,2021-02-12,11,True,10-K,0001478242-21-000020,0.48958333333333326,0.024440836940836874,RevenueFromContractWithCustomerExcludingAssessedTax
IRM,2016-03-14,outside_experiment,True,True,False,,,False,,,,,
ISRG,2021-01-07,internal_holdout,True,True,True,2020-10-19,80,True,10-Q,0001035267-20-000166,-0.21921921921921916,-0.04476156709803225,RevenueFromContractWithCustomerExcludingAssessedTax
ISRG,2021-01-22,internal_holdout,True,True,True,2020-10-19,95,True,10-Q,0001035267-20-000166,-0.21921921921921916,-0.04476156709803225,RevenueFromContractWithCustomerExcludingAssessedTax
IT,2017-01-23,fit,False,True,False,,,False,,,,,
ITW,2016-02-12,outside_experiment,True,True,True,2015-10-30,105,True,10-Q,0000049826-15-000115,0.03731343283582067,-0.09154929577464788,SalesRevenueNet
ITW,2021-12-06,internal_holdout,True,True,True,2021-02-12,297,False,10-K,0000049826-21-000007,-0.14341085271317833,-0.10879580409667589,RevenueFromContractWithCustomerExcludingAssessedTax
IVZ,2017-02-03,fit,True,True,True,2016-10-27,99,True,10-Q,0000914208-16-001159,0.0,-0.05645857872006277,Revenues
IVZ,2017-02-07,fit,True,True,True,2016-10-27,103,True,10-Q,0000914208-16-001159,0.0,-0.05645857872006277,Revenues
J,2020-03-02,internal_holdout,True,True,True,2018-11-21,467,False,10-K,0000052988-18-000036,-0.5165289256198347,0.4950576625984706,Revenues
J,2021-07-09,internal_holdout,True,True,True,2018-11-21,961,False,10-K,0000052988-18-000036,-0.5165289256198347,0.4950576625984706,Revenues
JCI,2015-09-18,outside_experiment,True,True,True,2015-07-31,49,True,10-Q,0000833444-15-000062,-0.8810289389067524,-0.06428571428571428,Revenues
JEF,2017-11-06,fit,True,True,True,2017-11-01,5,True,10-Q,0000096223-17-000038,-0.3414634146341463,0.08953119419081679,Revenues
JEF,2017-11-07,fit,True,True,True,2017-11-01,6,True,10-Q,0000096223-17-000038,-0.3414634146341463,0.08953119419081679,Revenues
JNJ,2014-12-23,outside_experiment,True,True,True,2014-10-30,54,True,10-Q,0000200406-14-000097,0.596153846153846,0.05075391180654343,Revenues
JNJ,2015-01-21,outside_experiment,True,True,True,2014-10-30,83,True,10-Q,0000200406-14-000097,0.596153846153846,0.05075391180654343,Revenues
JNJ,2020-12-17,internal_holdout,True,True,True,2020-10-23,55,True,10-Q,0000200406-20-000056,1.0151515151515151,0.0170292826474987,RevenueFromContractWithCustomerExcludingAssessedTax
JPM,2015-01-16,outside_experiment,True,True,True,2014-08-04,165,False,10-Q,0000019617-14-000409,-0.08750000000000002,-0.030026575701082914,Revenues
KEY,2016-01-21,outside_experiment,True,True,False,,,False,,,,,
KEY,2016-03-02,outside_experiment,True,True,False,,,False,,,,,
KEY,2016-11-15,fit,True,True,True,2016-11-07,8,True,10-Q,0000091576-16-000005,-0.31999999999999995,0.25187265917602986,Revenues
KEY,2016-11-28,fit,True,True,True,2016-11-07,21,True,10-Q,0000091576-16-000005,-0.31999999999999995,0.25187265917602986,Revenues
KEY,2016-11-29,fit,True,True,True,2016-11-07,22,True,10-Q,0000091576-16-000005,-0.31999999999999995,0.25187265917602986,Revenues
KEY,2020-11-04,internal_holdout,True,True,True,2020-11-03,1,True,10-Q,0000091576-20-000053,0.0512820512820511,0.1026392961876832,RevenueFromContractWithCustomerExcludingAssessedTax
KEYS,2019-08-19,outside_experiment,True,True,True,2019-05-30,81,True,10-Q,0001601046-19-000025,1.3529411764705883,0.101010101010101,Revenues
KHC,2016-05-19,outside_experiment,True,True,False,,,False,,,,,
KHC,2017-11-06,fit,True,True,False,,,False,,,,,
KHC,2017-12-04,fit,True,True,False,,,False,,,,,
KIM,2017-08-18,fit,True,True,True,2017-07-28,21,True,10-Q,0001437749-17-013272,-0.32608695652173914,0.019513667801075885,Revenues
KIM,2021-12-22,internal_holdout,True,True,True,2019-05-03,964,False,10-Q,0001437749-19-008640,-0.19999999999999996,-0.029821295851722218,Revenues
KLAC,2018-11-26,outside_experiment,True,True,True,2018-10-31,26,True,10-Q,0000319201-18-000055,0.4269662921348314,0.12755922403594955,RevenueFromContractWithCustomerExcludingAssessedTax
KMB,2021-07-23,internal_holdout,True,True,True,2021-04-23,91,True,10-Q,0000055785-21-000037,-0.10416666666666663,-0.05310441205829508,Revenues
KMI,2014-11-06,outside_experiment,True,True,False,,,False,,,,,
KMI,2015-01-07,outside_experiment,True,True,False,,,False,,,,,
KMI,2016-09-06,fit,True,True,True,2016-07-22,46,True,10-Q,0001506307-16-000103,0.0,-0.0921166618538839,Revenues
KMI,2018-11-16,outside_experiment,True,True,True,2018-02-09,280,False,10-K,0001506307-18-000010,-0.96,0.049548169704395795,Revenues
KMI,2018-12-21,outside_experiment,True,True,True,2018-02-09,315,False,10-K,0001506307-18-000010,-0.96,0.049548169704395795,Revenues
KMX,2014-06-26,outside_experiment,True,True,True,2014-04-25,62,True,10-K,0001170010-14-000017,0.15508021390374327,0.1469951430371279,SalesRevenueNet
KMX,2014-12-22,outside_experiment,True,True,True,2014-10-08,75,True,10-Q,0001170010-14-000032,0.12903225806451601,0.1089620502151869,SalesRevenueNet
KMX,2015-08-24,outside_experiment,True,True,True,2015-07-08,47,True,10-Q,0001170010-15-000014,0.13157894736842102,0.07058084430787082,SalesRevenueNet
KMX,2016-01-06,outside_experiment,True,True,True,2015-10-08,90,True,10-Q,0001170010-15-000028,0.17142857142857149,0.0793841621207414,SalesRevenueNet
KMX,2018-09-26,outside_experiment,True,True,True,2018-07-05,83,True,10-Q,0001170010-18-000146,0.17699115044247815,0.05510424234418676,RevenueFromContractWithCustomerExcludingAssessedTax
KMX,2019-07-02,outside_experiment,True,True,True,2019-04-19,74,True,10-K,0001170010-19-000040,0.3305555555555555,0.06150044976110092,RevenueFromContractWithCustomerExcludingAssessedTax
KMX,2021-03-05,internal_holdout,True,True,True,2021-01-06,58,True,10-Q,0001170010-21-000003,0.3653846153846152,0.08244258872651367,RevenueFromContractWithCustomerExcludingAssessedTax
KO,2019-08-05,outside_experiment,True,True,True,2019-07-25,11,True,10-Q,0000021344-19-000034,0.12962962962962954,0.06114000636875061,Revenues
KR,2015-08-24,outside_experiment,True,True,False,,,False,,,,,
KR,2017-01-31,fit,True,True,False,,,False,,,,,
KR,2017-03-23,fit,True,True,False,,,False,,,,,
KR,2019-03-07,calibration,True,True,True,2018-12-18,79,True,10-Q,0001558370-18-009745,-0.11363636363636365,-0.002774874770261948,RevenueFromContractWithCustomerExcludingAssessedTax
KR,2019-09-12,outside_experiment,True,True,True,2019-04-02,163,False,10-K,0001558370-19-002756,0.799043062200957,-0.012228726092840536,RevenueFromContractWithCustomerExcludingAssessedTax
KSS,2018-08-20,outside_experiment,True,True,True,2018-06-08,73,True,10-Q,0001564590-18-015303,0.15384615384615374,0.0351783517835178,Revenues
KSS,2020-12-01,internal_holdout,False,True,False,,,False,,,,,
L,2015-02-23,outside_experiment,True,True,True,2014-11-04,111,True,10-Q,0001193125-14-395873,-0.2465753424657533,-0.020572699471782085,Revenues
L,2015-04-30,outside_experiment,True,True,True,2015-02-24,65,True,10-K,0001193125-15-058679,0.013071895424836555,-0.019708478751796377,Revenues
L,2018-11-16,outside_experiment,True,True,True,2018-11-05,11,True,10-Q,0001193125-18-318099,0.9130434782608694,0.08042895442359255,RevenueFromContractWithCustomerExcludingAssessedTax
LEN,2014-10-15,outside_experiment,True,True,True,2014-10-03,12,True,10-Q,0001445305-14-004238,0.4444444444444444,0.256598120625144,Revenues
LEN,2014-12-19,outside_experiment,True,True,True,2014-10-03,77,True,10-Q,0001445305-14-004238,0.4444444444444444,0.256598120625144,Revenues
LEN,2014-12-22,outside_experiment,True,True,True,2014-10-03,80,True,10-Q,0001445305-14-004238,0.4444444444444444,0.256598120625144,Revenues
LEN,2016-06-22,outside_experiment,True,True,True,2016-04-06,77,True,10-Q,0001628280-16-014061,0.26,0.21258847335900422,Revenues
LH,2015-08-06,outside_experiment,True,True,True,2015-07-30,7,True,10-Q,0000920148-15-000097,0.0,0.49637298865734625,Revenues
LKQ,2015-03-05,outside_experiment,False,True,False,,,False,,,,,
LKQ,2015-03-12,outside_experiment,False,True,False,,,False,,,,,
LKQ,2016-01-15,outside_experiment,False,True,False,,,False,,,,,
LKQ,2016-01-21,outside_experiment,False,True,False,,,False,,,,,
LKQ,2016-01-28,outside_experiment,False,True,False,,,False,,,,,
LKQ,2016-02-01,outside_experiment,False,True,False,,,False,,,,,
LKQ,2019-09-12,outside_experiment,True,True,True,2019-08-02,41,True,10-Q,0001065696-19-000047,-0.040000000000000036,0.07173865487464992,Revenues
LKQ,2021-07-20,internal_holdout,True,True,True,2021-05-05,76,True,10-Q,0001065696-21-000025,0.8723404255319149,0.05659935986617515,Revenues
LLY,2021-01-12,internal_holdout,True,True,True,2020-10-28,76,True,10-Q,0000059478-20-000155,-0.02919708029197088,0.048205090749735335,Revenues
LNC,2019-03-22,calibration,True,True,True,2019-02-20,30,True,10-K,0000059558-19-000010,-0.1973969631236443,0.15199551097706387,Revenues
LRCX,2016-06-24,outside_experiment,True,True,True,2016-04-25,60,True,10-Q,0000707549-16-000014,-0.2931034482758621,-0.056898099736387486,SalesRevenueNet
LRCX,2016-07-01,fit,True,True,True,2016-04-25,67,True,10-Q,0000707549-16-000014,-0.2931034482758621,-0.056898099736387486,SalesRevenueNet
LRCX,2021-01-14,internal_holdout,True,True,True,2020-10-27,79,True,10-Q,0000707549-20-000173,0.8090614886731391,0.46696796392559414,RevenueFromContractWithCustomerExcludingAssessedTax
LRCX,2021-01-25,internal_holdout,True,True,True,2020-10-27,90,True,10-Q,0000707549-20-000173,0.8090614886731391,0.46696796392559414,RevenueFromContractWithCustomerExcludingAssessedTax
LRCX,2021-01-27,internal_holdout,True,True,True,2020-10-27,92,True,10-Q,0000707549-20-000173,0.8090614886731391,0.46696796392559414,RevenueFromContractWithCustomerExcludingAssessedTax
LRCX,2021-02-05,internal_holdout,True,True,True,2021-02-02,3,True,10-Q,0000707549-21-000017,0.7376093294460639,0.3378113652752601,RevenueFromContractWithCustomerExcludingAssessedTax
LRCX,2021-02-24,internal_holdout,True,True,True,2021-02-02,22,True,10-Q,0000707549-21-000017,0.7376093294460639,0.3378113652752601,RevenueFromContractWithCustomerExcludingAssessedTax
LUMN,2020-02-28,internal_holdout,False,True,False,,,False,,,,,
LUV,2021-04-14,internal_holdout,True,True,True,2020-02-04,435,False,10-K,0000092380-20-000024,-0.004662004662004726,0.021078989301160922,RevenueFromContractWithCustomerExcludingAssessedTax
LUV,2021-12-09,internal_holdout,True,True,True,2020-02-04,674,False,10-K,0000092380-20-000024,-0.004662004662004726,0.021078989301160922,RevenueFromContractWithCustomerExcludingAssessedTax
LUV,2021-12-10,internal_holdout,True,True,True,2020-02-04,675,False,10-K,0000092380-20-000024,-0.004662004662004726,0.021078989301160922,RevenueFromContractWithCustomerExcludingAssessedTax
LUV,2021-12-13,internal_holdout,True,True,True,2020-02-04,678,False,10-K,0000092380-20-000024,-0.004662004662004726,0.021078989301160922,RevenueFromContractWithCustomerExcludingAssessedTax
LUV,2021-12-14,internal_holdout,True,True,True,2020-02-04,679,False,10-K,0000092380-20-000024,-0.004662004662004726,0.021078989301160922,RevenueFromContractWithCustomerExcludingAssessedTax
LVS,2019-02-25,calibration,False,True,False,,,False,,,,,
LVS,2021-04-15,internal_holdout,True,True,True,2020-02-07,433,False,10-K,0001300514-20-000011,0.14006514657980462,0.0007283851700778943,Revenues
LVS,2021-09-03,internal_holdout,True,True,True,2020-02-07,574,False,10-K,0001300514-20-000011,0.14006514657980462,0.0007283851700778943,Revenues
LYB,2019-09-27,outside_experiment,True,True,True,2019-08-02,56,True,10-Q,0001489393-19-000045,-0.3601895734597156,-0.11587381071607417,RevenueFromContractWithCustomerExcludingAssessedTax
LYV,2019-03-18,calibration,False,True,False,,,False,,,,,
LYV,2019-11-04,outside_experiment,False,True,False,,,False,,,,,
M,2018-11-14,outside_experiment,True,True,True,2018-08-31,75,True,10-Q,0000794367-18-000094,0.4722222222222223,-0.011355571327182346,SalesRevenueNet
M,2018-11-30,outside_experiment,True,True,True,2018-08-31,91,True,10-Q,0000794367-18-000094,0.4722222222222223,-0.011355571327182346,SalesRevenueNet
M,2018-12-03,outside_experiment,True,True,True,2018-08-31,94,True,10-Q,0000794367-18-000094,0.4722222222222223,-0.011355571327182346,SalesRevenueNet
MA,2020-11-24,internal_holdout,True,True,True,2020-10-28,27,True,10-Q,0001141391-20-000203,-0.27053140096618356,-0.09486045447613234,RevenueFromContractWithCustomerExcludingAssessedTax
MA,2021-03-03,internal_holdout,True,True,True,2021-02-12,19,True,10-K,0001141391-21-000018,-0.19773299748110829,-0.05460368294635709,RevenueFromContractWithCustomerExcludingAssessedTax
MA,2021-03-10,internal_holdout,True,True,True,2021-02-12,26,True,10-K,0001141391-21-000018,-0.19773299748110829,-0.05460368294635709,RevenueFromContractWithCustomerExcludingAssessedTax
MAA,2018-02-07,fit,True,True,True,2013-11-07,1553,False,10-Q,0000912595-13-000027,0.4054054054054055,0.10755743160970854,Revenues
MAC,2019-05-10,calibration,True,True,True,2019-02-25,74,True,10-K,0000912242-19-000004,-0.5882352941176471,-0.03352347176404047,Revenues
MAC,2019-06-26,calibration,True,True,True,2019-02-25,121,False,10-K,0000912242-19-000004,-0.5882352941176471,-0.03352347176404047,Revenues
MAR,2016-11-01,fit,True,True,True,2016-07-28,96,True,10-Q,0001628280-16-017871,0.10344827586206895,0.057739224722146876,Revenues
MAR,2016-11-10,fit,True,True,True,2016-11-09,1,True,10-Q,0001628280-16-021074,-0.6666666666666667,0.10173281162660697,Revenues
MAS,2019-01-30,calibration,True,True,True,2018-10-30,92,True,10-Q,0000062996-18-000062,0.20833333333333326,0.08020565552699233,RevenueFromContractWithCustomerExcludingAssessedTax
MAT,2017-09-19,fit,True,True,True,2017-02-23,208,False,10-K,0001628280-17-001638,-0.14814814814814814,-0.04313163106105922,SalesRevenueNet
MCD,2015-01-08,outside_experiment,True,True,True,2014-11-03,66,True,10-Q,0000063908-14-000077,-0.2828947368421052,-0.04592129338831685,Revenues
MCD,2018-10-30,outside_experiment,True,True,True,2018-08-02,89,True,10-Q,0000063908-18-000049,0.11764705882352944,-0.1150139676347588,Revenues
MCHP,2014-10-10,outside_experiment,True,True,True,2014-08-11,60,True,10-Q,0000827054-14-000176,0.08108108108108114,0.1427941710314784,SalesRevenueNet
MCHP,2018-12-12,outside_experiment,True,True,True,2018-11-07,35,True,10-Q,0000827054-18-000249,-0.5064935064935066,0.41537397490366557,SalesRevenueNet
MCK,2017-10-31,fit,True,True,True,2017-10-27,4,True,10-Q,0000927653-17-000018,-0.9925373134328358,0.042116219949156264,SalesRevenueNet
MCK,2018-02-07,fit,True,True,True,2018-02-01,6,True,10-Q,0000927653-18-000005,0.5192982456140351,0.0695591462198284,SalesRevenueNet
MET,2017-03-08,fit,True,True,True,2017-03-01,7,True,10-K,0000937834-17-000003,-0.862144420131291,-0.09256479535674977,Revenues
MET,2020-04-14,internal_holdout,True,True,True,2020-02-21,53,True,10-K,0001099219-20-000064,0.23421588594704668,0.026273885350318382,RevenueFromContractWithCustomerExcludingAssessedTax
MET,2020-10-23,internal_holdout,True,True,True,2020-08-07,77,True,10-Q,0001099219-20-000287,-0.96045197740113,0.0,RevenueFromContractWithCustomerExcludingAssessedTax
MGM,2016-11-18,fit,False,True,False,,,False,,,,,
MGM,2018-04-05,fit,True,True,True,2018-03-01,35,True,10-K,0001564590-18-003942,0.7447916666666667,0.13947793169903755,SalesRevenueNet
MGM,2019-01-29,calibration,True,True,True,2018-11-07,83,True,10-Q,0001564590-18-027761,0.0,0.07035854673297592,RevenueFromContractWithCustomerExcludingAssessedTax
MGM,2019-02-22,calibration,True,True,True,2018-11-07,107,True,10-Q,0001564590-18-027761,0.0,0.07035854673297592,RevenueFromContractWithCustomerExcludingAssessedTax
MGM,2021-04-15,internal_holdout,True,True,True,2020-05-01,349,False,10-Q,0001564590-20-020518,31.799999999999997,-0.29087815176440257,RevenueFromContractWithCustomerExcludingAssessedTax
MHK,2016-01-14,outside_experiment,True,True,False,,,False,,,,,
MKC,2016-02-10,outside_experiment,True,True,True,2016-01-28,13,True,10-K,0000063754-16-000063,-0.06886227544910184,0.012514140271493224,SalesRevenueNet
MKTX,2021-02-19,internal_holdout,True,True,True,2020-10-30,112,True,10-Q,0001564590-20-049336,0.2535211267605635,0.2462746111233538,RevenueFromContractWithCustomerExcludingAssessedTax
MLM,2017-03-13,fit,True,True,True,2017-02-24,17,True,10-K,0001193125-17-056282,0.5454545454545454,0.07887370499806479,SalesRevenueNet
MLM,2018-08-08,outside_experiment,True,True,True,2018-07-27,12,True,10-Q,0001564590-18-017737,0.2977777777777777,0.13058379500603645,RevenueFromContractWithCustomerExcludingAssessedTax
MMM,2018-12-19,outside_experiment,True,True,True,2018-10-25,55,True,10-Q,0001558370-18-007892,0.10729613733905574,-0.0024473813020068347,Revenues
MMM,2018-12-21,outside_experiment,True,True,True,2018-10-25,57,True,10-Q,0001558370-18-007892,0.10729613733905574,-0.0024473813020068347,Revenues
MMM,2019-10-24,outside_experiment,True,True,True,2019-07-26,90,True,10-Q,0001558370-19-006397,-0.37459283387622144,-0.02610250297973782,RevenueFromContractWithCustomerExcludingAssessedTax
MMM,2019-10-25,outside_experiment,True,True,True,2019-07-26,91,True,10-Q,0001558370-19-006397,-0.37459283387622144,-0.02610250297973782,RevenueFromContractWithCustomerExcludingAssessedTax
MMM,2020-03-09,internal_holdout,True,True,True,2020-02-06,32,True,10-K,0001558370-20-000581,-0.12148481439820036,-0.019197314207233362,RevenueFromContractWithCustomerExcludingAssessedTax
MO,2019-05-28,calibration,True,True,True,2019-02-26,91,True,10-K,0000764180-19-000023,-0.3069679849340865,-0.008289020957147342,RevenueFromContractWithCustomerExcludingAssessedTax
MOH,2021-08-05,internal_holdout,False,True,False,,,False,,,,,
MOS,2014-12-03,outside_experiment,True,True,True,2013-03-28,615,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2015-01-22,outside_experiment,True,True,True,2013-03-28,665,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2017-08-18,fit,True,True,True,2013-03-28,1604,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2018-09-11,outside_experiment,True,True,True,2013-03-28,1993,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2019-07-29,outside_experiment,True,True,True,2013-03-28,2314,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2019-12-30,outside_experiment,True,True,True,2013-03-28,2468,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2020-01-30,internal_holdout,True,True,True,2013-03-28,2499,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MOS,2020-01-31,internal_holdout,True,True,True,2013-03-28,2500,False,10-Q,0001193125-13-131376,0.265625,0.02333866179493027,Revenues
MPC,2014-10-14,outside_experiment,True,True,True,2014-02-28,228,False,10-K,0001510295-14-000004,-0.32861476238624876,0.2178544070619992,SalesRevenueNet
MPC,2015-07-13,outside_experiment,True,True,True,2015-02-27,136,False,10-K,0001510295-15-000007,0.32228915662650603,-0.023392571884984004,SalesRevenueNet
MPC,2020-02-05,internal_holdout,True,True,True,2019-11-04,93,True,10-Q,0001510295-19-000144,0.024691358024691246,0.35040020880459366,RevenueFromContractWithCustomerExcludingAssessedTax
MPC,2020-05-06,internal_holdout,True,True,True,2020-02-28,68,True,10-K,0001510295-20-000006,-0.24810606060606055,0.2843923567935007,RevenueFromContractWithCustomerExcludingAssessedTax
MPC,2021-09-27,internal_holdout,True,True,True,2021-08-04,54,True,10-Q,0001510295-21-000114,1299.0,1.4284542845428456,RevenueFromContractWithCustomerExcludingAssessedTax
MRK,2015-04-07,outside_experiment,True,True,True,2011-05-09,1429,False,10-Q,0000950123-11-047041,2.777777777777778,0.013832953948520466,SalesRevenueNet
MRK,2015-04-08,outside_experiment,True,True,True,2011-05-09,1430,False,10-Q,0000950123-11-047041,2.777777777777778,0.013832953948520466,SalesRevenueNet
